I_cent_0,I_cent_1,I_cent_2,I_cent_3,I_cent_4,I_cent_5,I_cent_6,I_cent_7,I_cent_8,I_combined
0.0,0.00245820675715307,0.0023803247625554407,0.0056374581102615826,0.007492172940732912,0.01170760598924002,0.018184312252596927,0.025562162692791164,0.03565391385967693,0.016639929556809277
0.0,0.0017381032722326567,0.0024287623781796054,0.00324166518826946,0.006385505955185021,0.00938095142641013,0.01324408849126248,0.01811116700479965,0.024092322825289912,0.011700263473737742
0.0,0.003041075998479132,0.0027151082233120485,0.0048339814674887675,0.007405090236974958,0.009413759492170133,0.013479713691895523,0.016481469850452596,0.022013479741466446,0.0111623194617219
0.0,0.0018792140372406192,0.0014924362367701592,0.002564933595403216,0.004043796894376557,0.006533488324196029,0.009991447131725943,0.013709757142040821,0.020067723982036184,0.00920070324106801
0.0,0.0023779432275523055,0.0026219882497188593,0.00412200138900545,0.006599983918549597,0.012077823633724682,0.018489476937730457,0.025278993545616853,0.03834656899220475,0.017224986917791143
0.0,0.0021387916793930485,0.0026031761639022538,0.004845670856324899,0.00675121323086335,0.011081503346411555,0.01417710899469217,0.016843831532016858,0.019599488011133395,0.010914084116742662
0.0,0.0018523755812805379,0.0017580101429460363,0.002204995438987023,0.0039758976191306234,0.006526356778637481,0.008941023051893508,0.010893889723206103,0.009992428921360083,0.006396634156482916
0.0,0.0023555411463335695,0.002648673225094203,0.004103516136382537,0.0067190810837124415,0.010175746856311311,0.01295520019888366,0.016433753342484102,0.020434376087719967,0.010716363139969794
0.0,0.0018164032952775638,0.0025178800379401173,0.004053132473891039,0.007302383889715424,0.010670824564813195,0.014430508118599753,0.01854026358872341,0.021883596500603262,0.011662527672158623
0.0,0.0016270311374931318,0.0019161233190799658,0.003936273286714383,0.007471094207649644,0.011295951098674765,0.015334336244991148,0.02017293355924192,0.028646904254769526,0.013613567603310691
0.0,0.0021352318269652294,0.002419224687933349,0.0018793227364703455,0.0017769523917373663,0.0020789723741669133,0.0027820929790858236,0.0035595045063487804,0.005122590911413001,0.002750241489379578
0.0,0.001876275434965331,0.0025597924203803906,0.003319933248737332,0.005768681755933425,0.007526736882128654,0.010838765956731108,0.01306264524424087,0.014760930224403388,0.0082799689354274
0.0,0.0024247899252918767,0.002228010208398217,0.003445280611881107,0.004957895616112264,0.0061768912735805535,0.008874604435036319,0.012140956316293139,0.023577675266630353,0.009817877707089051
0.0,0.0024790304683745324,0.002951734338732903,0.004444344897179455,0.007108698045311826,0.01031068931861985,0.01379355535801244,0.02039510368615386,0.031144261149467396,0.014014444364808979
0.0,0.002639279929600251,0.0037279662477460577,0.005230867454994332,0.00877853314187502,0.012211886342628148,0.015946505815128253,0.018939338924309462,0.025261166304950275,0.013019363557918247
0.0,0.0022431109615249066,0.0037230838906292703,0.007689611940407633,0.011676183822065622,0.0172869517903642,0.022481658823512475,0.027805894036196446,0.03581451131410733,0.018482625325672766
0.0,0.0017407256689178998,0.0017219804205991875,0.003427484904515574,0.0052967665485019015,0.008278021587188947,0.013123939540676834,0.018493493226173493,0.02505446997702735,0.01181476439349871
0.0,0.0021521086262391246,0.0019245004396736642,0.0015267528256495766,0.0029629783996799565,0.003950790650273435,0.005625750232488217,0.006472541347199534,0.006819047135290757,0.0041512581283561865
0.0,0.0013403504894530821,0.0017492527307917498,0.003428930304447425,0.005461734004468042,0.008813346631509672,0.012566619945494151,0.017249447066543182,0.025161454074714686,0.011607860061547213
0.0,0.0018159709083591532,0.0019768227936980674,0.0020779540912882134,0.0022995344602995066,0.005385477911314022,0.0082382324552003,0.011117291647079587,0.02022971636104857,0.008475577820821199
0.0,0.002218884455330419,0.003956536533698895,0.006051529720708016,0.009224185767219433,0.011614557468086375,0.01596743175957688,0.019251643536800134,0.018898051992939088,0.011831705121642253
0.0,0.0020150402025302257,0.0024757801762307066,0.004020627036889334,0.006138417941092807,0.008633564021938859,0.011594474252523064,0.015419293454610534,0.02080507407236424,0.010239419850088192
0.0,0.002274922544018562,0.0018953831301048334,0.0029104271590948863,0.004054901461329906,0.006437202476964904,0.009751568646485473,0.011488553547899372,0.013772221368943205,0.007392730459003864
0.0,0.0021435490854738014,0.0029739365689470288,0.00594329714832321,0.00881121728132098,0.013648659142150712,0.020040999515060273,0.026837946071359028,0.03870140745043037,0.018050550247951925
0.0,0.002413563808540247,0.0023018830231831644,0.003835755169804848,0.005139460348467651,0.008995443039128685,0.012679115806854921,0.017406471658224103,0.029079334889427693,0.012660182429879045
0.0,0.002218840082080993,0.0022487173137398543,0.0039377712036162875,0.004729298401632955,0.006773526458049395,0.008633324242343436,0.009285156464938922,0.009995728340664792,0.006275135678752529
0.0,0.0020086856732331572,0.002454927363318471,0.002979603418127327,0.0047062889560902646,0.007643889517711168,0.009697287109306493,0.013643906052890965,0.01650829053494134,0.008512963524766217
0.0,0.0018176264277137372,0.0014459034123585441,0.001443796341879919,0.0020684765844324812,0.0039878181001521285,0.006126979122083273,0.006703528572229199,0.006316226370612693,0.004082920020056812
0.0,0.0024812420502933765,0.0024381717590148157,0.004027072179440125,0.0062901776381718445,0.009745033131782556,0.013296544224199618,0.01603881858206218,0.019575266893008085,0.010435428028186889
0.0,0.0020769103328982024,0.003455438544987059,0.0061358834840200644,0.010081428607584184,0.01604478514728697,0.021968939910530557,0.028224931235090917,0.04105076288216464,0.019371855898633484
0.0,0.0015032860375676679,0.0024460583974273494,0.003775046162339475,0.006689405893472131,0.010937577846993722,0.015026017452813118,0.01733190745183677,0.021117408669039314,0.011348000165449262
0.0,0.002836012111777611,0.002706208817308319,0.0036714421486582546,0.005859105239064008,0.010112696435555402,0.01372449025736447,0.016754900717028072,0.029749539797753067,0.012993866975325735
0.0,0.002107807554951413,0.003667511047990812,0.00581406513280982,0.009982564217015487,0.014085891674181282,0.020057836855892307,0.028341230160366805,0.039223474438099364,0.018540597704870723
0.0,0.001756851382426284,0.0016572810270571259,0.0036779023216079784,0.006433029882891661,0.010901031224640026,0.014490154777479477,0.020201001097657982,0.032225768217552984,0.014283329816953898
0.0,0.0017748637158127422,0.001647460648027645,0.0017950579559912127,0.00286760294548816,0.004470984468340465,0.006246167109004932,0.00688051523353009,0.010809386477758778,0.005169335644924668
0.0,0.003551197704783168,0.002840201320956546,0.002669756087443426,0.003480188549772844,0.003654449486796214,0.00525126418229205,0.005202803738571824,0.005137353910505214,0.003863064516072994
0.0,0.002059048337904329,0.002192862412209851,0.002703554079838366,0.004116539106027161,0.008604305271126784,0.011678879023908236,0.016555380526548362,0.030362693377715654,0.012647825823140908
0.0,0.0028134633769830828,0.0038297434724862914,0.005754055491789532,0.00784866572433587,0.011383100148035778,0.01591793267666962,0.017457710366306802,0.023720349972137685,0.012327365327268079
0.0,0.001346077630980087,0.0017282773877054557,0.0028253050835118716,0.005014797604372519,0.008520220580325715,0.012564041922353839,0.01880820216036313,0.029557171352164274,0.01289165779597013
0.0,0.0025221471833951027,0.0020777521438355264,0.00377969103457067,0.005258806370225256,0.009684591074794047,0.012972091181361252,0.017589485074982997,0.026878935187428447,0.01223180274284492
0.0,0.0022372970483278284,0.002972209199048804,0.00581274827787254,0.010669801139476014,0.01584593410084658,0.02233520425303869,0.02914223283072636,0.03938436847995397,0.01918282048541706
0.0,0.0013059086846967539,0.0016897678451827474,0.004295868228043612,0.006658249716968333,0.010128265636479561,0.015311926860147148,0.02097738016408564,0.030257193818785492,0.01398385025385163
0.0,0.0018742124114129277,0.001966836603166354,0.0022459441040204053,0.003985608932894205,0.006727647216469058,0.011874981461440781,0.01475442282255281,0.015854931388579487,0.00871562279162511
0.0,0.0018686166152513338,0.002596096285962814,0.005249086624868356,0.006825829898698762,0.009581902049612566,0.011515301298939183,0.013503944047327895,0.015216288317037792,0.008960922906687856
0.0,0.002065510029340277,0.002455571421631674,0.0023655792529886036,0.002669928370149251,0.003234540238991882,0.00331529015644343,0.004443794472313244,0.009115620233958637,0.004045791864983824
0.0,0.0016424129398309908,0.001787817077384103,0.0025141156178178753,0.0036458086571771156,0.006123025318388846,0.008341736342149235,0.010750897557552807,0.011594153314646576,0.006519958264178819
0.0,0.0021679428940794146,0.0020510082090693708,0.004096339137227625,0.005468406847234377,0.009868743736056992,0.012876661622440116,0.018083179991576017,0.02630941067951193,0.012192789696362262
0.0,0.0023851646504907246,0.002412045730242,0.0026991966807251755,0.0034036904066907085,0.004618163819579334,0.005428067852068919,0.005435744134198706,0.012602225258105348,0.005472481658668874
0.0,0.002810741727996592,0.004224456231465614,0.008129213403364578,0.012601106057834075,0.017935926841507528,0.023901260422320478,0.02998715481491719,0.03880450494691025,0.019856723080495603
0.0,0.0023058480398378974,0.0038029011380304877,0.007393737430118917,0.011813722465108584,0.01734393941332112,0.022559403332950614,0.02914959639913845,0.030947742392455048,0.017736375135268486
0.0,0.0019513105548775364,0.0018523233218580959,0.0023154337377703006,0.0035126315781045313,0.005162098024017203,0.006975746719305157,0.007870484547486727,0.003744264506665081,0.004424814755411125
0.0,0.0018235715065347523,0.0026867939804608738,0.0036689691501500914,0.005687152358942435,0.007946445974123497,0.009902722399186943,0.009927392776906152,0.0168196127161618,0.008158238680520898
0.0,0.002602601183358961,0.004655793758227241,0.0074912136718554845,0.011029683537065224,0.014506832738948023,0.017992200565611353,0.02058358895962777,0.019745723374839767,0.013140130867805841
0.0,0.0017092948349040286,0.00262151715279999,0.003447201838508317,0.005013854417029003,0.0061663227846133995,0.008221259868577132,0.008808068726147882,0.009552651870183197,0.005974611661892611
0.0,0.0015480325084443326,0.0021522643982165523,0.003891896312580393,0.007618378345253605,0.01150552491963769,0.015118401215065807,0.019703264722563694,0.02582519066294431,0.012894087640324377
0.0,0.002836860334254721,0.004249630257000615,0.006451099396995795,0.009738213803919551,0.013513048965416104,0.018595948418893983,0.02221641353959803,0.02413465456623332,0.014011975025082384
0.0,0.0020227739762855666,0.004845505998354527,0.007082059630118479,0.010705235164868189,0.014006176262460661,0.01855050198672616,0.025579656787023956,0.0224397202738982,0.014493225069536986
0.0,0.0018552038326430811,0.0018729628536694745,0.004507844389880001,0.006970920126132269,0.009188877982875104,0.009611724536023745,0.00991953187967418,0.013482288304142285,0.007694544223947971
0.0,0.002367124917595891,0.003317216751729649,0.00525882056704544,0.010329418269266744,0.0157509694291249,0.022413252156010262,0.03218234208885342,0.048187153923866195,0.021753955294673263
0.0,0.0027844781070601845,0.0029176391406677132,0.006148789519330185,0.008932091338546718,0.013160109518459716,0.018422325699818744,0.024276919169414643,0.03157502284024102,0.015750757453268045
0.0,0.0021647072490445555,0.0034314504844568643,0.005133120607961771,0.010398517526998788,0.01544832210543182,0.022340067865267918,0.030125562766507966,0.04328001852579752,0.020191796264618256
0.0,0.0016796938767456016,0.0021345619959254364,0.00240695984861574,0.003147575305047458,0.00417258571515041,0.0049586549205028405,0.004487451326876824,0.006610891235339674,0.0037847390186746114
0.0,0.0025251388762815115,0.002374739032798684,0.002277824057023762,0.0035815484669111833,0.00573017535226677,0.006711810367875137,0.00863416849966611,0.0160834986707538,0.007001133137085767
0.0,0.002296825243994988,0.001602428264364481,0.003139165318859148,0.0063970203980279975,0.008576269849381413,0.012956482148626037,0.016497833186564434,0.027745766397083784,0.012211325792185828
0.0,0.00171678622143515,0.001417679766458178,0.0023049308015260627,0.003731987478137018,0.003254831727044115,0.004982515688925959,0.0055352965334872105,0.007461672275659122,0.004026758558717909
0.0,0.0020036042815974914,0.0017822334208348045,0.0018655426317286737,0.0026452580029725625,0.0032315018177410484,0.003001060284396133,0.005070702215262967,0.007426404979116113,0.0036206338302540455
0.0,0.00212467294626094,0.0022650977081166467,0.002221879908681667,0.0030824555771172962,0.003982434493106989,0.005333384393298534,0.008255854964360217,0.020375813578416106,0.00782957980441181
0.0,0.0035532249439713085,0.004349367841236943,0.006807564458929167,0.010027251388821585,0.014829633892059251,0.01773134143411332,0.023077694737439813,0.025312493071278426,0.014476233099277426
0.0,0.0013795598967000495,0.001529150145470509,0.00106491349725654,0.002295831159915237,0.0019817523632911075,0.0033576780599114493,0.007402720822628193,0.007009235667843472,0.0037973290577576467
0.0,0.002306526963307303,0.0020324045761136167,0.002235949301468884,0.0032387754068887416,0.004328588916352125,0.007718330209325822,0.008974377519481954,0.016401895713828586,0.007093117231239242
0.0,0.0014840301448569696,0.0022051279479034483,0.003763368350636461,0.0070788764909785855,0.011176225955320591,0.016634433730462403,0.02185637576557498,0.02698617796477596,0.013658150775044632
0.0,0.002036927279998965,0.0022631347366530736,0.002312559554412741,0.0036472404147258252,0.004945521460982321,0.005373916316864296,0.003943386630039184,0.007232041685586363,0.004070367579271933
0.0,0.0017655156623333384,0.0014439635722856446,0.002608304606175461,0.004697775136260657,0.00809416659483812,0.01325919629707784,0.01677465032455363,0.026731055546048724,0.01188525914235278
0.0,0.0023999429335123403,0.0025407652369631153,0.004442957380067563,0.006823280923011596,0.009406456838266429,0.01367828791461186,0.01599767913639457,0.026244286437898206,0.012012852126042965
0.0,0.0029082126251169464,0.005431987863615737,0.006954534892489152,0.006546272768573573,0.00599383488563908,0.009411118374219138,0.011670570473879824,0.01185167424276302,0.007676392662551078
0.0,0.0025404091075452795,0.0037996367524049074,0.006046431536355849,0.010022117564547146,0.01419024528964968,0.019377269828596968,0.02302116701900507,0.029172665898011405,0.015332439490577457
0.0,0.0015696819273537312,0.002144648854673542,0.0031434271569208837,0.004714645838465816,0.006868057777393909,0.009853951423433344,0.01015670970162535,0.02083740151384508,0.008949233796111839
0.0,0.001865427262535964,0.0019136032467680553,0.00236624462679436,0.003417081530090816,0.007096954675615968,0.010820495263233995,0.014263961136360677,0.01650958820205008,0.008614549897220209
0.0,0.0018581364586887008,0.002592844245318438,0.004490561536604902,0.006315318729806262,0.008042870528441175,0.008734226599471795,0.008263218039762002,0.014552796033425117,0.007388151410227178
0.0,0.0023417850882117655,0.00276086078892182,0.006177553743310349,0.010504979467292841,0.015644654937093983,0.021636303321850243,0.028673550098058716,0.038849206027322135,0.018873677164152787
0.0,0.0017508136896735407,0.0026960818792906498,0.007130779907737651,0.010106438545744506,0.015508570435103522,0.02110066240003329,0.028427261196161173,0.038413136745209055,0.018657004322562194
0.0,0.00282752269506516,0.00432817728802742,0.007610109938684833,0.011345597285848217,0.01681420774241751,0.021426792111073983,0.024810289834179017,0.008850057172935612,0.013536220340978873
