$N$[$2.76$TeV],$p$,$\sigma_k$,$w$ [fm],$d_{\mathrm{min}}$ [fm],$\tau_R$ [fm/$c$],$\alpha$,"$T_{\eta,\mathrm{kink}}$ [GeV]","$a_{\eta,\mathrm{low}}$ [GeV${}^{-1}$]","$a_{\eta,\mathrm{high}}$ [GeV${}^{-1}$]",$(\eta/s)_{\mathrm{kink}}$,$(\zeta/s)_{\max}$,"$T_{\zeta,c}$ [GeV]",$w_{\zeta}$ [GeV],$\lambda_{\zeta}$,$b_{\pi}$,$T_{\mathrm{sw}}$ [GeV]
17.35643142461884,-0.21744838211695042,0.7844864190491603,0.7191529822440288,2.948948271469132,1.6762106591027615,0.07737213380723885,0.17962104650094476,0.07940285839205852,-0.7523925068335614,0.04663098253535623,0.18976980560043788,0.1890223846077536,0.1288702628262005,0.6987618722670331,7.515334374604812,0.14374592569944908
17.330982114521333,-0.219270778698622,0.7874957435009771,0.7227376784452999,2.967790712186651,1.679873787758725,0.07545545660505457,0.17989112772415405,0.0917428569204588,-0.7338083138808651,0.04850544936850648,0.18987150146315376,0.189325158442546,0.12894427478647696,0.6977236377168918,7.44039300523531,0.1438068760304703
17.82414840812111,-0.23409626074616396,0.8150047303299496,0.7382119276301838,3.2445950413984015,1.6769979831747623,0.0798408894292243,0.17805801678271788,0.3111273225396016,-0.855530057085326,0.045370371668153525,0.19206330636667268,0.1943875473380363,0.13912136017566443,0.7718838754739921,7.951996876525063,0.14515942005700647
17.82414840812111,-0.23409626074616396,0.8150047303299496,0.7382119276301838,3.2445950413984015,1.6769979831747623,0.0798408894292243,0.17805801678271788,0.3111273225396016,-0.855530057085326,0.045370371668153525,0.19206330636667268,0.1943875473380363,0.13912136017566443,0.7718838754739921,7.951996876525063,0.14515942005700647
17.82414840812111,-0.23409626074616396,0.8150047303299496,0.7382119276301838,3.2445950413984015,1.6769979831747623,0.0798408894292243,0.17805801678271788,0.3111273225396016,-0.855530057085326,0.045370371668153525,0.19206330636667268,0.1943875473380363,0.13912136017566443,0.7718838754739921,7.951996876525063,0.14515942005700647
17.82414840812111,-0.23409626074616396,0.8150047303299496,0.7382119276301838,3.2445950413984015,1.6769979831747623,0.0798408894292243,0.17805801678271788,0.3111273225396016,-0.855530057085326,0.045370371668153525,0.19206330636667268,0.1943875473380363,0.13912136017566443,0.7718838754739921,7.951996876525063,0.14515942005700647
17.82414840812111,-0.23409626074616396,0.8150047303299496,0.7382119276301838,3.2445950413984015,1.6769979831747623,0.0798408894292243,0.17805801678271788,0.3111273225396016,-0.855530057085326,0.045370371668153525,0.19206330636667268,0.1943875473380363,0.13912136017566443,0.7718838754739921,7.951996876525063,0.14515942005700647
15.496436512910767,-0.35064053373269266,1.004426690381151,0.9811450232399263,4.326071805445692,1.943935034927447,-0.0627106358156082,0.1993602731830216,0.9812872075303603,0.605856663685252,0.1836287541239226,0.19720237593215179,0.21115099202203919,0.1342795202478077,0.6228811912967704,2.0381499177515803,0.14820055748050864
12.241802397257322,-0.0864806858586748,1.7167715080138208,0.5830020035140437,0.27475682865096807,1.9761810560539366,-0.15462687826745034,0.24333420570671255,-1.9893424597613751,1.9593558246878837,0.11243653683080451,0.07337923262539513,0.18039834860527315,0.11096371227828772,-0.6772370715614744,7.3751150259378875,0.158053925151435
18.38521191545326,-0.6327691083225172,1.8702136633955582,0.8519426048088694,2.611122644955128,1.607176946903425,0.11145975997482603,0.29648881700838137,-1.021614952341154,-0.8259586492393085,0.1624477062176003,0.16108306370997383,0.19209886854969815,0.13078895927899786,0.7029497263943387,3.647997362600907,0.14140171048963504
15.143654401116956,-0.6871777498564537,1.0574789637575384,0.575623258347396,3.518840586874304,1.7252432329931997,0.2710922755358484,0.2252736910934763,0.04036382836063959,1.4609366679939102,0.11073342774150677,0.050104699161441155,0.29472926954941125,0.07136547236253511,-0.7633040243931158,6.727870112401203,0.133314448073745
15.067633606099426,-0.6956553040896982,1.0629884559392826,0.5775435954618076,3.5283928169981555,1.7260499163717609,0.2741752390101451,0.22565565808084903,0.051558021340932514,1.4745429054110182,0.10719858269980734,0.05144449745587064,0.29493992656214396,0.07033233086656301,-0.7697830920782791,6.730683510145039,0.13261022173966225
15.067633606099426,-0.6956553040896982,1.0629884559392826,0.5775435954618076,3.5283928169981555,1.7260499163717609,0.2741752390101451,0.22565565808084903,0.051558021340932514,1.4745429054110182,0.10719858269980734,0.05144449745587064,0.29493992656214396,0.07033233086656301,-0.7697830920782791,6.730683510145039,0.13261022173966225
15.667396338086283,-0.01726976393559454,0.8078436029931414,0.7223722347487644,4.081235457334392,1.6251603155487693,-0.0060900898447005455,0.1979780640306138,0.9286603219572503,1.9255971317393303,0.021408454183360057,0.17680316543429034,0.12191241114123023,0.10977089328854034,-0.7425122307610714,7.819037468528281,0.15000837478458012
15.681821146544863,0.5623490538148641,0.8606185774653797,0.5673405745727645,0.6012596084961122,0.8475075504799666,0.2136910248742619,0.23275437912000235,-1.479531622678898,0.8163808594281945,0.016188792481903396,0.011358251708080244,0.2288260632892709,0.06219366415541221,-0.33084842871926234,2.988079186620527,0.1637623458907934
