centrality xT U_xT err
5 3.74036138 0.0169010053 0.00215495142
5 4.02808148 0.0126023519 0.00169444343
5 4.41170829 0.00845363827 0.00111660458
5 4.7953351 0.00583083258 0.000729122556
5 5.17896191 0.00410025401 0.000496943517
5 5.56258871 0.00289075889 0.000355615728
5 5.94621552 0.00214043293 0.000272310988
5 6.32984233 0.00155868944 0.000202619606
5 6.71346914 0.00114336199 0.000167658361
5 7.09709595 0.000897985274 0.000143270263
5 7.48072275 0.000672020914 0.000125271424
5 8.15206967 0.000417949974 8.61590278e-05
5 9.11113669 0.000240604867 5.57644026e-05
6 0.12855758 0.608052368 0.0809841296
6 0.17800281 0.732622288 0.0892107394
6 0.25711517 0.82422853 0.0629298539
6 0.35600562 0.853914052 0.0696135295
6 0.44500702 0.817808809 0.0739530121
6 0.54389747 0.746190211 0.0692980026
6 0.64278792 0.678305068 0.0600563125
6 0.74167837 0.608871907 0.0527539076
6 0.84056882 0.541897363 0.0460826077
6 0.93945927 0.471508074 0.0352560528
6 1.03834972 0.416539776 0.0321197404
6 1.13724017 0.363775126 0.0300028974
6 1.23613061 0.324496446 0.0242692639
6 1.33502106 0.287339461 0.0246442147
6 1.43391151 0.253997884 0.0201907446
6 1.53280196 0.222996547 0.0191068852
6 1.63169241 0.196507227 0.018243451
6 1.73058286 0.174834975 0.0147798403
6 1.82947331 0.156317948 0.0150277484
6 1.92836376 0.135005382 0.0117689135
6 2.07669943 0.114826512 0.010142116
6 2.27448033 0.0893570631 0.00790529765
6 2.47226123 0.0717051048 0.0063017724
6 2.67004213 0.0564434684 0.0049437703
6 2.86782303 0.0455709184 0.00398858664
6 3.06560392 0.0360665431 0.00321142531
6 3.26338482 0.0291405284 0.00275759953
6 3.46116572 0.0232812803 0.00240592435
6 3.65894662 0.0184728632 0.00211395529
6 3.85672752 0.0150371738 0.0019146111
6 4.15339886 0.0114844724 0.00153971419
6 4.54896066 0.00803876647 0.0010564638
6 4.94452246 0.00532791375 0.000664872531
6 5.34008425 0.00392153939 0.00047475974
6 5.73564605 0.00281643665 0.00034722718
6 6.13120785 0.00196311449 0.000250151584
6 6.52676964 0.00146009969 0.000190580444
6 6.92233144 0.00109458532 0.000161493414
6 7.31789324 0.000866616906 0.000139423107
6 7.71345503 0.000672021936 0.000126178944
6 8.40568818 0.000439760046 9.08824023e-05
6 9.39459267 0.000245834366 5.72602263e-05
7 0.13207892 0.635999459 0.0839386131
7 0.18287851 0.757532984 0.0925836799
7 0.26415784 0.839908297 0.0658398218
7 0.36575702 0.858956935 0.0726934057
7 0.45719627 0.815554975 0.0767862459
7 0.55879544 0.737640419 0.0714758965
7 0.66039461 0.667658778 0.0616082123
7 0.76199378 0.5965519 0.0536195189
7 0.86359295 0.525822781 0.046659312
7 0.96519212 0.456218897 0.0352626574
7 1.06679129 0.39834158 0.032351479
7 1.16839047 0.341693985 0.0310985021
7 1.26998964 0.309295226 0.0270937001
7 1.37158881 0.2651699 0.0205957844
7 1.47318798 0.233719554 0.0194449515
7 1.57478715 0.206746039 0.0172389849
7 1.67638632 0.185454967 0.0166824826
7 1.77798549 0.166599227 0.0171014548
7 1.87958466 0.1436203 0.0124750329
7 1.98118383 0.124595774 0.0110990309
7 2.13358259 0.103843208 0.00935488689
7 2.33678093 0.0814027869 0.00734906723
7 2.53997927 0.0653609403 0.00586720686
7 2.74317762 0.0512681632 0.00459221742
7 2.94637596 0.0409601977 0.00366879503
7 3.1495743 0.0325804045 0.00296757966
7 3.35277264 0.0264044664 0.00254816687
7 3.55597098 0.0205669028 0.00216341217
7 3.75916933 0.0175078683 0.00203898623
7 3.96236767 0.0141530576 0.00183113972
7 4.26716518 0.0106551811 0.00144518127
7 4.67356186 0.00705619418 0.000944225937
7 5.07995855 0.00523291 0.000663914802
7 5.48635523 0.00363949545 0.000449512113
7 5.89275192 0.00256256423 0.00032267184
7 6.2991486 0.00183035709 0.000238593653
7 6.70554528 0.00147044232 0.000197747144
7 7.11194197 0.0011709688 0.000177832638
7 7.51833865 0.000806472713 0.000133452832
7 7.92473533 0.00069464033 0.000133639763
7 8.63592953 0.000418844987 8.78196953e-05
7 9.65192124 0.000242938451 5.76776254e-05
8 0.1390642 0.623118819 0.0826710218
8 0.19255044 0.756100563 0.0957916258
8 0.27812841 0.846899808 0.0697887567
8 0.38510088 0.869735938 0.0762334169
8 0.48137609 0.814226911 0.0797608106
8 0.58834856 0.727440892 0.0735314783
8 0.69532102 0.651822112 0.0632052467
8 0.80229349 0.574851048 0.0547082612
8 0.90926595 0.505273918 0.0482523296
8 1.01623842 0.431683561 0.0353481589
8 1.12321089 0.369391309 0.0333199984
8 1.23018335 0.314536613 0.0289076067
8 1.33715582 0.275320412 0.0260093919
8 1.44412828 0.242145862 0.0195664823
8 1.55110075 0.211571184 0.0240542183
8 1.65807321 0.18559645 0.0166298638
8 1.76504568 0.163754901 0.014973471
8 1.87201814 0.143003904 0.0154842614
8 1.97899061 0.124263882 0.0126394788
8 2.08596307 0.107550103 0.00990748303
8 2.24642177 0.0888340732 0.00826018724
8 2.4603667 0.0689315242 0.00642551787
8 2.67431163 0.0540258782 0.00501321975
8 2.88825656 0.0433472064 0.00401859986
8 3.10220149 0.0343392582 0.00318564968
8 3.31614642 0.0264458528 0.00249534356
8 3.53009135 0.0221687132 0.00221448197
8 3.74403629 0.0182739207 0.00197838718
8 3.95798122 0.0144945084 0.00173131493
8 4.17192615 0.0116457721 0.00153412284
8 4.49284354 0.00887599158 0.00122411162
8 4.9207334 0.0061797142 0.000840213707
8 5.34862326 0.00435609544 0.000564737427
8 5.77651313 0.0030112284 0.000381630789
8 6.20440299 0.00203760661 0.00026290312
8 6.63229285 0.00168003687 0.000226294207
8 7.06018271 0.00119701018 0.000166213722
8 7.48807257 0.0010069054 0.000157345809
8 7.91596243 0.000755533476 0.000128320342
8 8.34385229 0.000545493425 0.000108273982
8 9.09265955 0.000377352329 8.07566728e-05
8 10.1623842 0.000205488093 5.02388234e-05
