#: table_doi: 10.17182/hepdata.61925.v1/t10
#: name: Table 10
#: description: pT-differential invariant yield of pion+ and pion- for centrality 80-90%.

#: data_file: Table_10.yaml
#: keyword reactions: PB PB --> PI+ X | PB PB --> PI- X
#: keyword observables: DN/DPT
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword cmenergies: 2760.0
#: CENTRALITY [pct],,,80.0-90.0
#: RE,,,PB PB --> PI+ X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
1.15,1.1,1.2,0.1189,0.003,-0.003,0.0063,-0.0063,12.0%,8.5%
1.25,1.2,1.3,0.08512,0.00098,-0.00098,0.00518,-0.00518,12.0%,8.5%
1.35,1.3,1.4,0.06084,0.0008,-0.0008,0.00372,-0.00372,12.0%,8.5%
1.45,1.4,1.5,0.0437,0.00064,-0.00064,0.00269,-0.00269,12.0%,8.5%
1.55,1.5,1.6,0.03182,0.00053,-0.00053,0.00198,-0.00198,12.0%,8.5%
1.65,1.6,1.7,0.02408,0.00046,-0.00046,0.00152,-0.00152,12.0%,8.5%
1.75,1.7,1.8,0.01736,0.00036,-0.00036,0.00112,-0.00112,12.0%,8.5%
1.85,1.8,1.9,0.01357,0.00032,-0.00032,0.00089,-0.00089,12.0%,8.5%
1.95,1.9,2.0,0.01047,0.00028,-0.00028,0.00071,-0.00071,12.0%,8.5%
2.05,2.0,2.1,0.008089,0.00024,-0.00024,0.000561,-0.000561,12.0%,8.5%
2.1500000000000004,2.1,2.2,0.006314,0.000211,-0.000211,0.000451,-0.000451,12.0%,8.5%
2.25,2.2,2.3,0.005001,0.00018,-0.00018,0.00037,-0.00037,12.0%,8.5%
2.3499999999999996,2.3,2.4,0.003762,0.000153,-0.000153,0.000288,-0.000288,12.0%,8.5%
2.45,2.4,2.5,0.00299,0.000144,-0.000144,0.000238,-0.000238,12.0%,8.5%
2.55,2.5,2.6,0.002628,0.000134,-0.000134,0.000218,-0.000218,12.0%,8.5%
2.6500000000000004,2.6,2.7,0.002124,0.000126,-0.000126,0.000184,-0.000184,12.0%,8.5%
2.75,2.7,2.8,0.001476,8.8e-05,-8.8e-05,0.000134,-0.000134,12.0%,8.5%
2.8499999999999996,2.8,2.9,0.001343,8.8e-05,-8.8e-05,0.000127,-0.000127,12.0%,8.5%
2.95,2.9,3.0,0.001113,8.6e-05,-8.6e-05,0.00011,-0.00011,12.0%,8.5%

#: CENTRALITY [pct],,,80.0-90.0
#: RE,,,PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.11,0.1,0.12,18.61,0.42,-0.42,1.73,-1.73,12.0%,8.5%
0.13,0.12,0.14,16.18,0.26,-0.26,1.33,-1.33,12.0%,8.5%
0.15000000000000002,0.14,0.16,13.53,0.18,-0.18,1.1,-1.1,12.0%,8.5%
0.16999999999999998,0.16,0.18,12.43,0.16,-0.16,1.01,-1.01,12.0%,8.5%
0.19,0.18,0.2,10.64,0.13,-0.13,0.87,-0.87,12.0%,8.5%
0.225,0.2,0.25,8.782,0.092,-0.092,0.538,-0.538,12.0%,8.5%
0.275,0.25,0.3,6.397,0.067,-0.067,0.4,-0.4,12.0%,8.5%
0.32499999999999996,0.3,0.35,4.753,0.051,-0.051,0.298,-0.298,12.0%,8.5%
0.375,0.35,0.4,3.529,0.041,-0.041,0.213,-0.213,12.0%,8.5%
0.42500000000000004,0.4,0.45,2.727,0.035,-0.035,0.158,-0.158,12.0%,8.5%
0.475,0.45,0.5,2.054,0.028,-0.028,0.117,-0.117,12.0%,8.5%
0.525,0.5,0.55,1.578,0.018,-0.018,0.068,-0.068,12.0%,8.5%
0.575,0.55,0.6,1.214,0.014,-0.014,0.065,-0.065,12.0%,8.5%
0.625,0.6,0.65,0.9706,0.0154,-0.0154,0.0485,-0.0485,12.0%,8.5%
0.675,0.65,0.7,0.7835,0.0132,-0.0132,0.0394,-0.0394,12.0%,8.5%
0.725,0.7,0.75,0.6134,0.0112,-0.0112,0.03,-0.03,12.0%,8.5%
0.775,0.75,0.8,0.5122,0.01,-0.01,0.0275,-0.0275,12.0%,8.5%
0.825,0.8,0.85,0.3998,0.0086,-0.0086,0.0198,-0.0198,12.0%,8.5%
0.875,0.85,0.9,0.3208,0.0074,-0.0074,0.0193,-0.0193,12.0%,8.5%
0.925,0.9,0.95,0.2784,0.007,-0.007,0.0167,-0.0167,12.0%,8.5%
0.975,0.95,1.0,0.2279,0.0061,-0.0061,0.0112,-0.0112,12.0%,8.5%
1.05,1.0,1.1,0.1705,0.0037,-0.0037,0.0083,-0.0083,12.0%,8.5%
1.15,1.1,1.2,0.1222,0.0031,-0.0031,0.0077,-0.0077,12.0%,8.5%
1.25,1.2,1.3,0.08483,0.00098,-0.00098,0.00511,-0.00511,12.0%,8.5%
1.35,1.3,1.4,0.06093,0.0008,-0.0008,0.00369,-0.00369,12.0%,8.5%
1.45,1.4,1.5,0.04351,0.00064,-0.00064,0.00266,-0.00266,12.0%,8.5%
1.55,1.5,1.6,0.03234,0.00054,-0.00054,0.002,-0.002,12.0%,8.5%
1.65,1.6,1.7,0.02417,0.00046,-0.00046,0.00152,-0.00152,12.0%,8.5%
1.75,1.7,1.8,0.01774,0.00037,-0.00037,0.00113,-0.00113,12.0%,8.5%
1.85,1.8,1.9,0.014,0.00033,-0.00033,0.00091,-0.00091,12.0%,8.5%
1.95,1.9,2.0,0.01036,0.00028,-0.00028,0.00069,-0.00069,12.0%,8.5%
2.05,2.0,2.1,0.00809,0.000234,-0.000234,0.000557,-0.000557,12.0%,8.5%
2.1500000000000004,2.1,2.2,0.006446,0.000215,-0.000215,0.000458,-0.000458,12.0%,8.5%
2.25,2.2,2.3,0.004889,0.000174,-0.000174,0.000359,-0.000359,12.0%,8.5%
2.3499999999999996,2.3,2.4,0.00403,0.000153,-0.000153,0.000307,-0.000307,12.0%,8.5%
2.45,2.4,2.5,0.003365,0.000157,-0.000157,0.000266,-0.000266,12.0%,8.5%
2.55,2.5,2.6,0.002716,0.000142,-0.000142,0.000224,-0.000224,12.0%,8.5%
2.6500000000000004,2.6,2.7,0.00219,0.000127,-0.000127,0.000188,-0.000188,12.0%,8.5%
2.75,2.7,2.8,0.001745,0.000108,-0.000108,0.000156,-0.000156,12.0%,8.5%
2.8499999999999996,2.8,2.9,0.001301,8.4e-05,-8.4e-05,0.000122,-0.000122,12.0%,8.5%
2.95,2.9,3.0,0.001126,8.4e-05,-8.4e-05,0.000111,-0.000111,12.0%,8.5%

