#: table_doi: 10.17182/hepdata.61925.v1/t28
#: name: Table 28
#: description: pT-differential invariant yield of proton and antiproton for centrality 60-70%.

#: data_file: Table_28.yaml
#: keyword reactions: PB PB --> P X | PB PB --> PBAR X
#: keyword observables: DN/DPT
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword cmenergies: 2760.0
#: CENTRALITY [pct],,,60.0-70.0
#: RE,,,PB PB --> P X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.32499999999999996,0.3,0.35,0.4876,0.0264,-0.0264,0.0552,-0.0552,5.0%,-5.0%
0.375,0.35,0.4,0.4421,0.0185,-0.0185,0.0493,-0.0493,5.0%,-5.0%
0.42500000000000004,0.4,0.45,0.4947,0.0189,-0.0189,0.0534,-0.0534,5.0%,-5.0%
0.475,0.45,0.5,0.3967,0.0102,-0.0102,0.0465,-0.0465,5.0%,-5.0%
0.525,0.5,0.55,0.393,0.0096,-0.0096,0.0458,-0.0458,5.0%,-5.0%
0.575,0.55,0.6,0.3664,0.0085,-0.0085,0.0372,-0.0372,5.0%,-5.0%
0.625,0.6,0.65,0.3429,0.0072,-0.0072,0.0299,-0.0299,5.0%,-5.0%
0.675,0.65,0.7,0.3218,0.0066,-0.0066,0.025,-0.025,5.0%,-5.0%
0.725,0.7,0.75,0.3064,0.0074,-0.0074,0.0236,-0.0236,5.0%,-5.0%
0.775,0.75,0.8,0.2876,0.0069,-0.0069,0.0206,-0.0206,5.0%,-5.0%
0.825,0.8,0.85,0.2686,0.0067,-0.0067,0.0174,-0.0174,5.0%,-5.0%
0.875,0.85,0.9,0.2425,0.0062,-0.0062,0.0162,-0.0162,5.0%,-5.0%
0.925,0.9,0.95,0.2285,0.0058,-0.0058,0.0156,-0.0156,5.0%,-5.0%
0.975,0.95,1.0,0.2067,0.0059,-0.0059,0.0127,-0.0127,5.0%,-5.0%
1.05,1.0,1.1,0.182,0.0038,-0.0038,0.0108,-0.0108,5.0%,-5.0%
1.15,1.1,1.2,0.1455,0.0032,-0.0032,0.0086,-0.0086,5.0%,-5.0%
1.25,1.2,1.3,0.1196,0.003,-0.003,0.0069,-0.0069,5.0%,-5.0%
1.35,1.3,1.4,0.09717,0.00264,-0.00264,0.00555,-0.00555,5.0%,-5.0%
1.45,1.4,1.5,0.07756,0.00226,-0.00226,0.00456,-0.00456,5.0%,-5.0%
1.55,1.5,1.6,0.06322,0.00201,-0.00201,0.00345,-0.00345,5.0%,-5.0%
1.65,1.6,1.7,0.04884,0.0018,-0.0018,0.00315,-0.00315,5.0%,-5.0%
1.75,1.7,1.8,0.03907,0.00156,-0.00156,0.00233,-0.00233,5.0%,-5.0%
1.85,1.8,1.9,0.03225,0.00095,-0.00095,0.00223,-0.00223,5.0%,-5.0%
1.95,1.9,2.0,0.0245,0.00076,-0.00076,0.0017,-0.0017,5.0%,-5.0%
2.05,2.0,2.1,0.02066,0.00068,-0.00068,0.00145,-0.00145,5.0%,-5.0%
2.1500000000000004,2.1,2.2,0.01601,0.0006,-0.0006,0.00114,-0.00114,5.0%,-5.0%
2.25,2.2,2.3,0.01262,0.0005,-0.0005,0.00091,-0.00091,5.0%,-5.0%
2.3499999999999996,2.3,2.4,0.009424,0.000365,-0.000365,0.000696,-0.000696,5.0%,-5.0%
2.45,2.4,2.5,0.00915,0.000445,-0.000445,0.000693,-0.000693,5.0%,-5.0%
2.55,2.5,2.6,0.00663,0.000341,-0.000341,0.000518,-0.000518,5.0%,-5.0%
2.6500000000000004,2.6,2.7,0.005265,0.000292,-0.000292,0.000425,-0.000425,5.0%,-5.0%
2.75,2.7,2.8,0.003878,0.000207,-0.000207,0.000324,-0.000324,5.0%,-5.0%
2.8499999999999996,2.8,2.9,0.003825,0.000249,-0.000249,0.000333,-0.000333,5.0%,-5.0%
2.95,2.9,3.0,0.002916,0.000211,-0.000211,0.000265,-0.000265,5.0%,-5.0%
3.1,3.0,3.2,0.001977,9.1e-05,-9.1e-05,0.000192,-0.000192,5.0%,-5.0%
3.3,3.2,3.4,0.001351,7.4e-05,-7.4e-05,0.000144,-0.000144,5.0%,-5.0%
3.5,3.4,3.6,0.0009498,6.15e-05,-6.15e-05,0.0001124,-0.0001124,5.0%,-5.0%
3.7,3.6,3.8,0.0007765,6.71e-05,-6.71e-05,0.000102,-0.000102,5.0%,-5.0%
3.9,3.8,4.0,0.0004779,4.44e-05,-4.44e-05,6.98e-05,-6.98e-05,5.0%,-5.0%
4.1,4.0,4.2,0.0003294,3.58e-05,-3.58e-05,5.34e-05,-5.34e-05,5.0%,-5.0%
4.300000000000001,4.2,4.4,0.0001992,2.36e-05,-2.36e-05,3.59e-05,-3.59e-05,5.0%,-5.0%
4.5,4.4,4.6,0.000148,2.37e-05,-2.37e-05,2.95e-05,-2.95e-05,5.0%,-5.0%

#: CENTRALITY [pct],,,60.0-70.0
#: RE,,,PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.32499999999999996,0.3,0.35,0.5911,0.0372,-0.0372,0.0727,-0.0727,5.0%,-5.0%
0.375,0.35,0.4,0.4589,0.0214,-0.0214,0.052,-0.052,5.0%,-5.0%
0.42500000000000004,0.4,0.45,0.432,0.0172,-0.0172,0.0481,-0.0481,5.0%,-5.0%
0.475,0.45,0.5,0.3915,0.0115,-0.0115,0.0624,-0.0624,5.0%,-5.0%
0.525,0.5,0.55,0.3968,0.0112,-0.0112,0.0438,-0.0438,5.0%,-5.0%
0.575,0.55,0.6,0.3814,0.0103,-0.0103,0.0299,-0.0299,5.0%,-5.0%
0.625,0.6,0.65,0.3516,0.0089,-0.0089,0.0292,-0.0292,5.0%,-5.0%
0.675,0.65,0.7,0.3317,0.0121,-0.0121,0.0266,-0.0266,5.0%,-5.0%
0.725,0.7,0.75,0.3291,0.0113,-0.0113,0.0242,-0.0242,5.0%,-5.0%
0.775,0.75,0.8,0.3029,0.0103,-0.0103,0.0213,-0.0213,5.0%,-5.0%
0.825,0.8,0.85,0.2771,0.0095,-0.0095,0.021,-0.021,5.0%,-5.0%
0.875,0.85,0.9,0.2594,0.0091,-0.0091,0.0178,-0.0178,5.0%,-5.0%
0.925,0.9,0.95,0.2322,0.0084,-0.0084,0.0153,-0.0153,5.0%,-5.0%
0.975,0.95,1.0,0.2141,0.008,-0.008,0.0134,-0.0134,5.0%,-5.0%
1.05,1.0,1.1,0.1849,0.0051,-0.0051,0.0119,-0.0119,5.0%,-5.0%
1.15,1.1,1.2,0.1491,0.0044,-0.0044,0.0094,-0.0094,5.0%,-5.0%
1.25,1.2,1.3,0.1213,0.004,-0.004,0.0072,-0.0072,5.0%,-5.0%
1.35,1.3,1.4,0.1022,0.0038,-0.0038,0.0064,-0.0064,5.0%,-5.0%
1.45,1.4,1.5,0.07953,0.00316,-0.00316,0.00477,-0.00477,5.0%,-5.0%
1.55,1.5,1.6,0.06425,0.00282,-0.00282,0.00387,-0.00387,5.0%,-5.0%
1.65,1.6,1.7,0.05103,0.0023,-0.0023,0.00313,-0.00313,5.0%,-5.0%
1.75,1.7,1.8,0.03888,0.00202,-0.00202,0.00227,-0.00227,5.0%,-5.0%
1.85,1.8,1.9,0.03026,0.00102,-0.00102,0.00242,-0.00242,5.0%,-5.0%
1.95,1.9,2.0,0.02373,0.00082,-0.00082,0.00192,-0.00192,5.0%,-5.0%
2.05,2.0,2.1,0.02135,0.0009,-0.0009,0.00176,-0.00176,5.0%,-5.0%
2.1500000000000004,2.1,2.2,0.01604,0.00072,-0.00072,0.00135,-0.00135,5.0%,-5.0%
2.25,2.2,2.3,0.01291,0.00062,-0.00062,0.00111,-0.00111,5.0%,-5.0%
2.3499999999999996,2.3,2.4,0.01071,0.00054,-0.00054,0.00094,-0.00094,5.0%,-5.0%
2.45,2.4,2.5,0.008718,0.000467,-0.000467,0.000788,-0.000788,5.0%,-5.0%
2.55,2.5,2.6,0.007059,0.000466,-0.000466,0.000657,-0.000657,5.0%,-5.0%
2.6500000000000004,2.6,2.7,0.005141,0.000334,-0.000334,0.000494,-0.000494,5.0%,-5.0%
2.75,2.7,2.8,0.00408,0.000288,-0.000288,0.000406,-0.000406,5.0%,-5.0%
2.8499999999999996,2.8,2.9,0.003713,0.000285,-0.000285,0.000382,-0.000382,5.0%,-5.0%
2.95,2.9,3.0,0.002598,0.00019,-0.00019,0.000278,-0.000278,5.0%,-5.0%
3.1,3.0,3.2,0.002297,0.000149,-0.000149,0.00026,-0.00026,5.0%,-5.0%
3.3,3.2,3.4,0.001246,8.1e-05,-8.1e-05,0.000153,-0.000153,5.0%,-5.0%
3.5,3.4,3.6,0.0009773,8.09e-05,-8.09e-05,0.0001306,-0.0001306,5.0%,-5.0%
3.7,3.6,3.8,0.0005177,4.45e-05,-4.45e-05,7.54e-05,-7.54e-05,5.0%,-5.0%
3.9,3.8,4.0,0.0005719,6.87e-05,-6.87e-05,9.09e-05,-9.09e-05,5.0%,-5.0%
4.1,4.0,4.2,0.0003724,5.15e-05,-5.15e-05,6.46e-05,-6.46e-05,5.0%,-5.0%
4.300000000000001,4.2,4.4,0.0002141,3.17e-05,-3.17e-05,4.05e-05,-4.05e-05,5.0%,-5.0%
4.5,4.4,4.6,0.0001458,3.27e-05,-3.27e-05,3.01e-05,-3.01e-05,5.0%,-5.0%

