#: table_doi: 10.17182/hepdata.61925.v1/t15
#: name: Table 15
#: description: pT-differential invariant yield of kaon+ and kaon- for centrality 30-40%.

#: data_file: Table_15.yaml
#: keyword reactions: PB PB --> K+ X | PB PB --> K- X
#: keyword observables: DN/DPT
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence | Strange Production
#: keyword cmenergies: 2760.0
#: CENTRALITY [pct],,,30.0-40.0
#: RE,,,PB PB --> K+ X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.225,0.2,0.25,13.88,0.22,-0.22,1.57,-1.57,2.0%,-2.0%
0.275,0.25,0.3,12.53,0.15,-0.15,0.89,-0.89,2.0%,-2.0%
0.32499999999999996,0.3,0.35,12.31,0.13,-0.13,0.83,-0.83,2.0%,-2.0%
0.375,0.35,0.4,11.38,0.11,-0.11,0.73,-0.73,2.0%,-2.0%
0.42500000000000004,0.4,0.45,10.27,0.17,-0.17,0.86,-0.86,2.0%,-2.0%
0.475,0.45,0.5,9.457,0.091,-0.091,1.018,-1.018,2.0%,-2.0%
0.525,0.5,0.55,8.128,0.133,-0.133,0.477,-0.477,2.0%,-2.0%
0.575,0.55,0.6,7.306,0.108,-0.108,0.472,-0.472,2.0%,-2.0%
0.625,0.6,0.65,6.584,0.098,-0.098,0.411,-0.411,2.0%,-2.0%
0.675,0.65,0.7,5.957,0.089,-0.089,0.347,-0.347,2.0%,-2.0%
0.725,0.7,0.75,5.327,0.081,-0.081,0.315,-0.315,2.0%,-2.0%
0.775,0.75,0.8,4.643,0.073,-0.073,0.271,-0.271,2.0%,-2.0%
0.825,0.8,0.85,4.119,0.066,-0.066,0.252,-0.252,2.0%,-2.0%
0.875,0.85,0.9,3.648,0.062,-0.062,0.209,-0.209,2.0%,-2.0%
0.925,0.9,0.95,3.199,0.057,-0.057,0.184,-0.184,2.0%,-2.0%
0.975,0.95,1.0,2.786,0.052,-0.052,0.166,-0.166,2.0%,-2.0%
1.05,1.0,1.1,2.315,0.033,-0.033,0.13,-0.13,2.0%,-2.0%
1.15,1.1,1.2,1.815,0.028,-0.028,0.103,-0.103,2.0%,-2.0%
1.25,1.2,1.3,1.409,0.016,-0.016,0.117,-0.117,2.0%,-2.0%
1.35,1.3,1.4,1.078,0.013,-0.013,0.091,-0.091,2.0%,-2.0%
1.45,1.4,1.5,0.8349,0.0112,-0.0112,0.0717,-0.0717,2.0%,-2.0%
1.55,1.5,1.6,0.639,0.0093,-0.0093,0.0564,-0.0564,2.0%,-2.0%
1.65,1.6,1.7,0.4973,0.0079,-0.0079,0.0453,-0.0453,2.0%,-2.0%
1.75,1.7,1.8,0.3773,0.0064,-0.0064,0.0356,-0.0356,2.0%,-2.0%
1.85,1.8,1.9,0.3027,0.0056,-0.0056,0.0297,-0.0297,2.0%,-2.0%
1.95,1.9,2.0,0.2324,0.0047,-0.0047,0.0238,-0.0238,2.0%,-2.0%
2.05,2.0,2.1,0.1863,0.0041,-0.0041,0.02,-0.02,2.0%,-2.0%
2.1500000000000004,2.1,2.2,0.136,0.0031,-0.0031,0.0153,-0.0153,2.0%,-2.0%
2.25,2.2,2.3,0.1084,0.0026,-0.0026,0.0129,-0.0129,2.0%,-2.0%
2.3499999999999996,2.3,2.4,0.08324,0.00217,-0.00217,0.01043,-0.01043,2.0%,-2.0%
