#: table_doi: 10.17182/hepdata.61925.v1/t8
#: name: Table 8
#: description: pT-differential invariant yield of pion+ and pion- for centrality 60-70%.

#: data_file: Table_8.yaml
#: keyword reactions: PB PB --> PI+ X | PB PB --> PI- X
#: keyword observables: DN/DPT
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword cmenergies: 2760.0
#: CENTRALITY [pct],,,60.0-70.0
#: RE,,,PB PB --> PI+ X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.11,0.1,0.12,94.06,0.94,-0.94,9.66,-9.66,5.0%,-5.0%
0.13,0.12,0.14,86.01,0.61,-0.61,7.68,-7.68,5.0%,-5.0%
0.15000000000000002,0.14,0.16,74.17,0.47,-0.47,6.59,-6.59,5.0%,-5.0%
0.16999999999999998,0.16,0.18,66.47,0.4,-0.4,5.88,-5.88,5.0%,-5.0%
0.19,0.18,0.2,58.67,0.34,-0.34,5.18,-5.18,5.0%,-5.0%
0.225,0.2,0.25,46.08,0.22,-0.22,2.85,-2.85,5.0%,-5.0%
0.275,0.25,0.3,34.03,0.17,-0.17,2.08,-2.08,5.0%,-5.0%
0.32499999999999996,0.3,0.35,25.61,0.13,-0.13,1.65,-1.65,5.0%,-5.0%
0.375,0.35,0.4,19.27,0.11,-0.11,1.16,-1.16,5.0%,-5.0%
0.42500000000000004,0.4,0.45,14.92,0.09,-0.09,0.89,-0.89,5.0%,-5.0%
0.475,0.45,0.5,11.48,0.07,-0.07,0.68,-0.68,5.0%,-5.0%
0.525,0.5,0.55,8.927,0.051,-0.051,0.402,-0.402,5.0%,-5.0%
0.575,0.55,0.6,7.079,0.044,-0.044,0.321,-0.321,5.0%,-5.0%
0.625,0.6,0.65,5.74,0.047,-0.047,0.288,-0.288,5.0%,-5.0%
0.675,0.65,0.7,4.627,0.041,-0.041,0.23,-0.23,5.0%,-5.0%
0.725,0.7,0.75,3.8,0.036,-0.036,0.188,-0.188,5.0%,-5.0%
0.775,0.75,0.8,3.054,0.031,-0.031,0.153,-0.153,5.0%,-5.0%
0.825,0.8,0.85,2.555,0.029,-0.029,0.127,-0.127,5.0%,-5.0%
0.875,0.85,0.9,2.11,0.025,-0.025,0.104,-0.104,5.0%,-5.0%
0.925,0.9,0.95,1.75,0.023,-0.023,0.088,-0.088,5.0%,-5.0%
0.975,0.95,1.0,1.455,0.02,-0.02,0.071,-0.071,5.0%,-5.0%
1.05,1.0,1.1,1.099,0.012,-0.012,0.053,-0.053,5.0%,-5.0%
1.15,1.1,1.2,0.7857,0.0099,-0.0099,0.0378,-0.0378,5.0%,-5.0%
1.25,1.2,1.3,0.566,0.0046,-0.0046,0.0345,-0.0345,5.0%,-5.0%
1.35,1.3,1.4,0.4141,0.0038,-0.0038,0.0253,-0.0253,5.0%,-5.0%
1.45,1.4,1.5,0.2982,0.003,-0.003,0.0184,-0.0184,5.0%,-5.0%
1.55,1.5,1.6,0.2203,0.0025,-0.0025,0.0137,-0.0137,5.0%,-5.0%
1.65,1.6,1.7,0.167,0.0022,-0.0022,0.0106,-0.0106,5.0%,-5.0%
1.75,1.7,1.8,0.1221,0.0017,-0.0017,0.0079,-0.0079,5.0%,-5.0%
1.85,1.8,1.9,0.09526,0.00153,-0.00153,0.00627,-0.00627,5.0%,-5.0%
1.95,1.9,2.0,0.07254,0.00139,-0.00139,0.00489,-0.00489,5.0%,-5.0%
2.05,2.0,2.1,0.05556,0.00114,-0.00114,0.00385,-0.00385,5.0%,-5.0%
2.1500000000000004,2.1,2.2,0.04307,0.00101,-0.00101,0.00308,-0.00308,5.0%,-5.0%
2.25,2.2,2.3,0.0344,0.00082,-0.00082,0.00254,-0.00254,5.0%,-5.0%
2.3499999999999996,2.3,2.4,0.02723,0.00071,-0.00071,0.00209,-0.00209,5.0%,-5.0%
2.45,2.4,2.5,0.02124,0.00071,-0.00071,0.00169,-0.00169,5.0%,-5.0%
2.55,2.5,2.6,0.01696,0.0006,-0.0006,0.00141,-0.00141,5.0%,-5.0%
2.6500000000000004,2.6,2.7,0.01374,0.00058,-0.00058,0.00119,-0.00119,5.0%,-5.0%
2.75,2.7,2.8,0.01049,0.00039,-0.00039,0.00095,-0.00095,5.0%,-5.0%
2.8499999999999996,2.8,2.9,0.008686,0.000338,-0.000338,0.000823,-0.000823,5.0%,-5.0%
2.95,2.9,3.0,0.007361,0.000359,-0.000359,0.00073,-0.00073,5.0%,-5.0%

#: CENTRALITY [pct],,,60.0-70.0
#: RE,,,PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.11,0.1,0.12,90.73,0.91,-0.91,8.97,-8.97,5.0%,-5.0%
0.13,0.12,0.14,81.78,0.58,-0.58,7.29,-7.29,5.0%,-5.0%
0.15000000000000002,0.14,0.16,72.48,0.46,-0.46,6.42,-6.42,5.0%,-5.0%
0.16999999999999998,0.16,0.18,64.53,0.39,-0.39,5.71,-5.71,5.0%,-5.0%
0.19,0.18,0.2,57.13,0.33,-0.33,5.07,-5.07,5.0%,-5.0%
0.225,0.2,0.25,45.27,0.22,-0.22,2.82,-2.82,5.0%,-5.0%
0.275,0.25,0.3,33.69,0.17,-0.17,2.09,-2.09,5.0%,-5.0%
0.32499999999999996,0.3,0.35,25.47,0.13,-0.13,1.66,-1.66,5.0%,-5.0%
0.375,0.35,0.4,19.37,0.1,-0.1,1.19,-1.19,5.0%,-5.0%
0.42500000000000004,0.4,0.45,15.05,0.09,-0.09,0.9,-0.9,5.0%,-5.0%
0.475,0.45,0.5,11.66,0.07,-0.07,0.71,-0.71,5.0%,-5.0%
0.525,0.5,0.55,9.058,0.051,-0.051,0.413,-0.413,5.0%,-5.0%
0.575,0.55,0.6,7.184,0.044,-0.044,0.323,-0.323,5.0%,-5.0%
0.625,0.6,0.65,5.77,0.046,-0.046,0.287,-0.287,5.0%,-5.0%
0.675,0.65,0.7,4.681,0.04,-0.04,0.232,-0.232,5.0%,-5.0%
0.725,0.7,0.75,3.811,0.035,-0.035,0.194,-0.194,5.0%,-5.0%
0.775,0.75,0.8,3.089,0.031,-0.031,0.152,-0.152,5.0%,-5.0%
0.825,0.8,0.85,2.573,0.028,-0.028,0.127,-0.127,5.0%,-5.0%
0.875,0.85,0.9,2.092,0.024,-0.024,0.102,-0.102,5.0%,-5.0%
0.925,0.9,0.95,1.758,0.023,-0.023,0.085,-0.085,5.0%,-5.0%
0.975,0.95,1.0,1.456,0.02,-0.02,0.071,-0.071,5.0%,-5.0%
1.05,1.0,1.1,1.119,0.012,-0.012,0.055,-0.055,5.0%,-5.0%
1.15,1.1,1.2,0.7827,0.0099,-0.0099,0.0378,-0.0378,5.0%,-5.0%
1.25,1.2,1.3,0.5703,0.0046,-0.0046,0.0343,-0.0343,5.0%,-5.0%
1.35,1.3,1.4,0.4135,0.0038,-0.0038,0.025,-0.025,5.0%,-5.0%
1.45,1.4,1.5,0.2999,0.003,-0.003,0.0183,-0.0183,5.0%,-5.0%
1.55,1.5,1.6,0.2243,0.0026,-0.0026,0.0139,-0.0139,5.0%,-5.0%
1.65,1.6,1.7,0.1683,0.0022,-0.0022,0.0106,-0.0106,5.0%,-5.0%
1.75,1.7,1.8,0.1235,0.0017,-0.0017,0.0079,-0.0079,5.0%,-5.0%
1.85,1.8,1.9,0.09563,0.00154,-0.00154,0.00625,-0.00625,5.0%,-5.0%
1.95,1.9,2.0,0.07332,0.00138,-0.00138,0.00491,-0.00491,5.0%,-5.0%
2.05,2.0,2.1,0.05481,0.00108,-0.00108,0.00377,-0.00377,5.0%,-5.0%
2.1500000000000004,2.1,2.2,0.04442,0.00103,-0.00103,0.00315,-0.00315,5.0%,-5.0%
2.25,2.2,2.3,0.03301,0.00076,-0.00076,0.00242,-0.00242,5.0%,-5.0%
2.3499999999999996,2.3,2.4,0.02699,0.00064,-0.00064,0.00205,-0.00205,5.0%,-5.0%
2.45,2.4,2.5,0.02145,0.00072,-0.00072,0.0017,-0.0017,5.0%,-5.0%
2.55,2.5,2.6,0.01727,0.00063,-0.00063,0.00142,-0.00142,5.0%,-5.0%
2.6500000000000004,2.6,2.7,0.01381,0.00058,-0.00058,0.00119,-0.00119,5.0%,-5.0%
2.75,2.7,2.8,0.01139,0.00046,-0.00046,0.00102,-0.00102,5.0%,-5.0%
2.8499999999999996,2.8,2.9,0.008546,0.000327,-0.000327,0.000802,-0.000802,5.0%,-5.0%
2.95,2.9,3.0,0.007418,0.000352,-0.000352,0.000729,-0.000729,5.0%,-5.0%

