#: table_doi: 10.17182/hepdata.61925.v1/t20
#: name: Table 20
#: description: pT-differential invariant yield of kaon+ and kaon- for centrality 80-90%.

#: data_file: Table_20.yaml
#: keyword reactions: PB PB --> K+ X | PB PB --> K- X
#: keyword observables: DN/DPT
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence | Strange Production
#: keyword cmenergies: 2760.0
#: CENTRALITY [pct],,,80.0-90.0
#: RE,,,PB PB --> K+ X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.225,0.2,0.25,0.5513,0.0353,-0.0353,0.0521,-0.0521,12.0%,8.5%
0.275,0.25,0.3,0.5385,0.0274,-0.0274,0.0341,-0.0341,12.0%,8.5%
0.32499999999999996,0.3,0.35,0.4979,0.023,-0.023,0.0297,-0.0297,12.0%,8.5%
0.375,0.35,0.4,0.4174,0.0173,-0.0173,0.0246,-0.0246,12.0%,8.5%
0.42500000000000004,0.4,0.45,0.3464,0.0247,-0.0247,0.0239,-0.0239,12.0%,8.5%
0.475,0.45,0.5,0.3237,0.0091,-0.0091,0.0342,-0.0342,12.0%,8.5%
0.525,0.5,0.55,0.2612,0.0181,-0.0181,0.0151,-0.0151,12.0%,8.5%
0.575,0.55,0.6,0.2147,0.0122,-0.0122,0.0153,-0.0153,12.0%,8.5%
0.625,0.6,0.65,0.1845,0.0104,-0.0104,0.013,-0.013,12.0%,8.5%
0.675,0.65,0.7,0.1553,0.0093,-0.0093,0.0121,-0.0121,12.0%,8.5%
0.725,0.7,0.75,0.1328,0.0079,-0.0079,0.0079,-0.0079,12.0%,8.5%
0.775,0.75,0.8,0.1051,0.0065,-0.0065,0.009,-0.009,12.0%,8.5%
0.825,0.8,0.85,0.09763,0.00613,-0.00613,0.00613,-0.00613,12.0%,8.5%
0.875,0.85,0.9,0.08898,0.00604,-0.00604,0.00823,-0.00823,12.0%,8.5%
0.925,0.9,0.95,0.07597,0.00533,-0.00533,0.00471,-0.00471,12.0%,8.5%
0.975,0.95,1.0,0.07043,0.00558,-0.00558,0.00871,-0.00871,12.0%,8.5%
1.05,1.0,1.1,0.05489,0.00306,-0.00306,0.00603,-0.00603,12.0%,8.5%
1.15,1.1,1.2,0.04218,0.00248,-0.00248,0.00881,-0.00881,12.0%,8.5%
1.25,1.2,1.3,0.02716,0.00068,-0.00068,0.00225,-0.00225,12.0%,8.5%
1.35,1.3,1.4,0.02032,0.00056,-0.00056,0.00171,-0.00171,12.0%,8.5%
1.45,1.4,1.5,0.01669,0.00052,-0.00052,0.00143,-0.00143,12.0%,8.5%
1.55,1.5,1.6,0.01181,0.0004,-0.0004,0.00104,-0.00104,12.0%,8.5%
1.65,1.6,1.7,0.009518,0.000356,-0.000356,0.000867,-0.000867,12.0%,8.5%
1.75,1.7,1.8,0.007991,0.000323,-0.000323,0.000754,-0.000754,12.0%,8.5%
1.85,1.8,1.9,0.00513,0.000227,-0.000227,0.000504,-0.000504,12.0%,8.5%
1.95,1.9,2.0,0.004406,0.000228,-0.000228,0.000452,-0.000452,12.0%,8.5%
2.05,2.0,2.1,0.003399,0.000187,-0.000187,0.000365,-0.000365,12.0%,8.5%
2.1500000000000004,2.1,2.2,0.002823,0.00018,-0.00018,0.000319,-0.000319,12.0%,8.5%
2.25,2.2,2.3,0.002152,0.000154,-0.000154,0.000256,-0.000256,12.0%,8.5%
2.3499999999999996,2.3,2.4,0.001534,0.000119,-0.000119,0.000192,-0.000192,12.0%,8.5%
2.45,2.4,2.5,0.001407,0.000121,-0.000121,0.000186,-0.000186,12.0%,8.5%
2.55,2.5,2.6,0.001005,0.0001,-0.0001,0.000141,-0.000141,12.0%,8.5%
2.6500000000000004,2.6,2.7,0.001022,9.6e-05,-9.6e-05,0.000151,-0.000151,12.0%,8.5%
2.75,2.7,2.8,0.0007031,8.07e-05,-8.07e-05,0.0001104,-0.0001104,12.0%,8.5%
2.8499999999999996,2.8,2.9,0.0005317,8.12e-05,-8.12e-05,8.84e-05,-8.84e-05,12.0%,8.5%
2.95,2.9,3.0,0.000523,7.87e-05,-7.87e-05,9.21e-05,-9.21e-05,12.0%,8.5%

#: CENTRALITY [pct],,,80.0-90.0
#: RE,,,PB PB --> K- X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.225,0.2,0.25,0.6463,0.0475,-0.0475,0.0598,-0.0598,12.0%,8.5%
0.275,0.25,0.3,0.5468,0.0308,-0.0308,0.036,-0.036,12.0%,8.5%
0.32499999999999996,0.3,0.35,0.4936,0.0241,-0.0241,0.0319,-0.0319,12.0%,8.5%
0.375,0.35,0.4,0.4362,0.0193,-0.0193,0.0272,-0.0272,12.0%,8.5%
0.42500000000000004,0.4,0.45,0.3749,0.0323,-0.0323,0.0247,-0.0247,12.0%,8.5%
0.475,0.45,0.5,0.3127,0.0092,-0.0092,0.0268,-0.0268,12.0%,8.5%
0.525,0.5,0.55,0.2779,0.0211,-0.0211,0.0194,-0.0194,12.0%,8.5%
0.575,0.55,0.6,0.2385,0.0154,-0.0154,0.0231,-0.0231,12.0%,8.5%
0.625,0.6,0.65,0.1836,0.0119,-0.0119,0.0126,-0.0126,12.0%,8.5%
0.675,0.65,0.7,0.1473,0.0099,-0.0099,0.0092,-0.0092,12.0%,8.5%
0.725,0.7,0.75,0.1135,0.0078,-0.0078,0.0125,-0.0125,12.0%,8.5%
0.775,0.75,0.8,0.1028,0.0076,-0.0076,0.0105,-0.0105,12.0%,8.5%
