#: table_doi: 10.17182/hepdata.61925.v1/t23
#: name: Table 23
#: description: pT-differential invariant yield of proton and antiproton for centrality 10-20%.

#: data_file: Table_23.yaml
#: keyword reactions: PB PB --> P X | PB PB --> PBAR X
#: keyword observables: DN/DPT
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword cmenergies: 2760.0
#: CENTRALITY [pct],,,10.0-20.0
#: RE,,,PB PB --> P X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
1.35,1.3,1.4,1.371,0.013,-0.013,0.079,-0.079,0.7%,-0.7%
1.45,1.4,1.5,1.184,0.012,-0.012,0.069,-0.069,0.7%,-0.7%
1.55,1.5,1.6,1.011,0.012,-0.012,0.059,-0.059,0.7%,-0.7%
1.65,1.6,1.7,0.8436,0.0105,-0.0105,0.046,-0.046,0.7%,-0.7%
1.75,1.7,1.8,0.7046,0.0095,-0.0095,0.0383,-0.0383,0.7%,-0.7%
1.85,1.8,1.9,0.5878,0.0064,-0.0064,0.0407,-0.0407,0.7%,-0.7%
1.95,1.9,2.0,0.4891,0.0058,-0.0058,0.034,-0.034,0.7%,-0.7%
2.05,2.0,2.1,0.3969,0.0049,-0.0049,0.0278,-0.0278,0.7%,-0.7%
2.1500000000000004,2.1,2.2,0.3348,0.0046,-0.0046,0.0238,-0.0238,0.7%,-0.7%
2.25,2.2,2.3,0.2766,0.0041,-0.0041,0.02,-0.02,0.7%,-0.7%
2.3499999999999996,2.3,2.4,0.2248,0.0036,-0.0036,0.0166,-0.0166,0.7%,-0.7%
2.45,2.4,2.5,0.1844,0.0031,-0.0031,0.014,-0.014,0.7%,-0.7%
2.55,2.5,2.6,0.1476,0.0026,-0.0026,0.0115,-0.0115,0.7%,-0.7%
2.6500000000000004,2.6,2.7,0.1253,0.0025,-0.0025,0.0101,-0.0101,0.7%,-0.7%
2.75,2.7,2.8,0.09469,0.00188,-0.00188,0.00792,-0.00792,0.7%,-0.7%
2.8499999999999996,2.8,2.9,0.08105,0.00176,-0.00176,0.00705,-0.00705,0.7%,-0.7%
2.95,2.9,3.0,0.06254,0.00142,-0.00142,0.00568,-0.00568,0.7%,-0.7%
3.1,3.0,3.2,0.04544,0.00079,-0.00079,0.00441,-0.00441,0.7%,-0.7%
3.3,3.2,3.4,0.03119,0.00062,-0.00062,0.00333,-0.00333,0.7%,-0.7%
3.5,3.4,3.6,0.02072,0.00047,-0.00047,0.00245,-0.00245,0.7%,-0.7%
3.7,3.6,3.8,0.01292,0.00032,-0.00032,0.0017,-0.0017,0.7%,-0.7%
3.9,3.8,4.0,0.0083,0.000227,-0.000227,0.001211,-0.001211,0.7%,-0.7%
4.1,4.0,4.2,0.005707,0.000183,-0.000183,0.000926,-0.000926,0.7%,-0.7%
4.300000000000001,4.2,4.4,0.004038,0.000145,-0.000145,0.000727,-0.000727,0.7%,-0.7%
4.5,4.4,4.6,0.002679,0.000114,-0.000114,0.000534,-0.000534,0.7%,-0.7%

#: CENTRALITY [pct],,,10.0-20.0
#: RE,,,PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.32499999999999996,0.3,0.35,3.216,0.088,-0.088,0.457,-0.457,0.7%,-0.7%
0.375,0.35,0.4,3.045,0.066,-0.066,0.407,-0.407,0.7%,-0.7%
0.42500000000000004,0.4,0.45,2.923,0.053,-0.053,0.386,-0.386,0.7%,-0.7%
0.475,0.45,0.5,2.683,0.031,-0.031,0.329,-0.329,0.7%,-0.7%
0.525,0.5,0.55,2.702,0.03,-0.03,0.293,-0.293,0.7%,-0.7%
0.575,0.55,0.6,2.679,0.029,-0.029,0.258,-0.258,0.7%,-0.7%
0.625,0.6,0.65,2.528,0.025,-0.025,0.227,-0.227,0.7%,-0.7%
0.675,0.65,0.7,2.496,0.033,-0.033,0.213,-0.213,0.7%,-0.7%
0.725,0.7,0.75,2.489,0.032,-0.032,0.209,-0.209,0.7%,-0.7%
0.775,0.75,0.8,2.413,0.031,-0.031,0.185,-0.185,0.7%,-0.7%
0.825,0.8,0.85,2.327,0.03,-0.03,0.163,-0.163,0.7%,-0.7%
0.875,0.85,0.9,2.212,0.029,-0.029,0.152,-0.152,0.7%,-0.7%
0.925,0.9,0.95,2.124,0.028,-0.028,0.142,-0.142,0.7%,-0.7%
0.975,0.95,1.0,2.058,0.029,-0.029,0.132,-0.132,0.7%,-0.7%
1.05,1.0,1.1,1.898,0.02,-0.02,0.121,-0.121,0.7%,-0.7%
1.15,1.1,1.2,1.708,0.019,-0.019,0.107,-0.107,0.7%,-0.7%
1.25,1.2,1.3,1.533,0.018,-0.018,0.093,-0.093,0.7%,-0.7%
1.35,1.3,1.4,1.343,0.017,-0.017,0.081,-0.081,0.7%,-0.7%
1.45,1.4,1.5,1.181,0.016,-0.016,0.071,-0.071,0.7%,-0.7%
1.55,1.5,1.6,1.008,0.015,-0.015,0.059,-0.059,0.7%,-0.7%
1.65,1.6,1.7,0.85,0.0141,-0.0141,0.0499,-0.0499,0.7%,-0.7%
1.75,1.7,1.8,0.7069,0.0126,-0.0126,0.0419,-0.0419,0.7%,-0.7%
1.85,1.8,1.9,0.581,0.0082,-0.0082,0.0464,-0.0464,0.7%,-0.7%
1.95,1.9,2.0,0.4933,0.0076,-0.0076,0.0399,-0.0399,0.7%,-0.7%
2.05,2.0,2.1,0.4096,0.0069,-0.0069,0.0337,-0.0337,0.7%,-0.7%
2.1500000000000004,2.1,2.2,0.3357,0.006,-0.006,0.0282,-0.0282,0.7%,-0.7%
2.25,2.2,2.3,0.2864,0.0056,-0.0056,0.0246,-0.0246,0.7%,-0.7%
2.3499999999999996,2.3,2.4,0.232,0.0049,-0.0049,0.0204,-0.0204,0.7%,-0.7%
2.45,2.4,2.5,0.1815,0.004,-0.004,0.0164,-0.0164,0.7%,-0.7%
2.55,2.5,2.6,0.1451,0.0033,-0.0033,0.0135,-0.0135,0.7%,-0.7%
2.6500000000000004,2.6,2.7,0.1181,0.003,-0.003,0.0113,-0.0113,0.7%,-0.7%
2.75,2.7,2.8,0.09542,0.00257,-0.00257,0.00949,-0.00949,0.7%,-0.7%
2.8499999999999996,2.8,2.9,0.07833,0.00231,-0.00231,0.00807,-0.00807,0.7%,-0.7%
2.95,2.9,3.0,0.06163,0.00187,-0.00187,0.00659,-0.00659,0.7%,-0.7%
3.1,3.0,3.2,0.04565,0.0011,-0.0011,0.00517,-0.00517,0.7%,-0.7%
3.3,3.2,3.4,0.02945,0.00082,-0.00082,0.00362,-0.00362,0.7%,-0.7%
3.5,3.4,3.6,0.01979,0.00063,-0.00063,0.00264,-0.00264,0.7%,-0.7%
3.7,3.6,3.8,0.01221,0.00042,-0.00042,0.00178,-0.00178,0.7%,-0.7%
3.9,3.8,4.0,0.007882,0.000302,-0.000302,0.001253,-0.001253,0.7%,-0.7%
4.1,4.0,4.2,0.005835,0.000269,-0.000269,0.001012,-0.001012,0.7%,-0.7%
4.300000000000001,4.2,4.4,0.003537,0.000174,-0.000174,0.000669,-0.000669,0.7%,-0.7%
4.5,4.4,4.6,0.002459,0.000141,-0.000141,0.000507,-0.000507,0.7%,-0.7%

