# xtfixo experimental ALICE usar ALICE_PbPb2
6.002629491948704432e-01 6.607464819837425285e-01 7.060067624593212576e-01 7.374067058955829923e-01 7.572989844996136366e-01 7.711041893631019883e-01 7.589582825451280934e-01 7.224465098042158751e-01 6.712548328267023967e-01 6.149638737389275800e-01 5.573033782126844971e-01 4.999480123324099301e-01 4.465198863376029781e-01 3.965794450868037058e-01 3.518200299329410918e-01 3.127820165177875311e-01 2.767121498849730021e-01 2.430910660835610138e-01 2.136124164692314864e-01 1.878727175554940343e-01 1.659130835736904730e-01 1.360823938101463626e-01 1.044435470221244805e-01 7.960263949078925927e-02 5.998311247506756677e-02 4.614395304257780384e-02 3.461087974381795579e-02 2.569074040679512894e-02 1.970085703814475689e-02 1.448077900967956709e-02 1.116774306556210170e-02 8.137732950529061662e-03 6.015692159570770227e-03 4.581062262034807375e-03 3.419668784087329626e-03 2.462499962937275428e-03 1.818026139078329946e-03 1.430245593249706215e-03 1.104629904810339918e-03 8.644460489989400477e-04 5.590651363407830388e-04
6.002158426594150775e-01 6.617418562780730262e-01 7.073184962418903599e-01 7.383029816666595302e-01 7.578302308952017396e-01 7.727761578933525222e-01 7.600282244729735792e-01 7.199348341547495700e-01 6.693814110127691563e-01 6.139687791416875706e-01 5.533992651265635665e-01 5.005425044682204616e-01 4.469614249606257972e-01 3.982770356152063318e-01 3.540522423777857086e-01 3.132858518525852287e-01 2.771333758919991008e-01 2.428331357938390556e-01 2.125147402839052679e-01 1.895407761111529421e-01 1.653296467299704975e-01 1.358425857753885746e-01 1.033356646249757316e-01 7.925106623802928574e-02 6.097498791467848706e-02 4.500609385858440198e-02 3.525295754542154270e-02 2.600183358977673637e-02 1.987425683388364603e-02 1.475185439055898967e-02 1.110228829424884760e-02 8.264118971888575679e-03 6.057444045213068035e-03 4.522064797296387016e-03 3.530636360195762730e-03 2.474345647973832767e-03 1.756580938136421619e-03 1.391545015233094191e-03 1.088675329685618318e-03 7.679739473646350102e-04 6.307004667422165881e-04
5.984678480308089910e-01 6.579840864318571292e-01 7.034760710587990573e-01 7.362504999220603752e-01 7.580300325693041241e-01 7.746041486155522682e-01 7.607252651611765559e-01 7.203792658584249331e-01 6.699077019812647027e-01 6.126393316377631848e-01 5.561133988614133106e-01 5.006974256420725355e-01 4.470384711802192212e-01 3.977499842349117021e-01 3.524558036089185387e-01 3.121784971283364518e-01 2.772179132632958121e-01 2.438843178126593736e-01 2.144084388533518404e-01 1.885620234734342870e-01 1.657345697204796187e-01 1.354697711950083316e-01 1.041333159122195817e-01 7.879892540446349625e-02 6.099829799512447581e-02 4.587233376169355670e-02 3.449026844279512449e-02 2.619357351014590593e-02 1.963484566319581570e-02 1.497443529159501324e-02 1.082765789135476525e-02 8.178014678971298398e-03 5.979233908905115698e-03 4.454976332652572403e-03 3.465930638724962556e-03 2.445445342747325397e-03 1.836895658623128539e-03 1.375458753170705683e-03 1.021768225725034956e-03 8.274343962809359559e-04 6.382403647983871239e-04
6.009931336103193633e-01 6.620820848760884392e-01 7.083103930511953639e-01 7.407414235757148191e-01 7.613214666766071614e-01 7.746899071564867789e-01 7.593008285845974648e-01 7.196491736673444883e-01 6.663012072619182158e-01 6.086615840858593529e-01 5.522277073292187755e-01 4.940991708636995883e-01 4.415361297577440891e-01 3.918288525870232686e-01 3.461454367333170468e-01 3.072489413168839056e-01 2.711651611595974343e-01 2.384014600428309427e-01 2.102780973779964646e-01 1.837476752895615684e-01 1.614748236944688886e-01 1.327051685644114742e-01 1.007003122180746141e-01 7.638874410033671958e-02 5.837701200035286947e-02 4.397685921802028247e-02 3.332700461246673740e-02 2.437751895205427649e-02 1.844994143953185978e-02 1.411978943087089863e-02 1.045479578842882160e-02 7.938583803376756537e-03 5.650635858523770511e-03 4.185440275588647729e-03 3.142380276079415578e-03 2.370798440526095119e-03 1.758522758505847968e-03 1.341271509982996154e-03 9.823518783911272100e-04 7.375420898110167985e-04 5.579937008007381958e-04
6.030556408995730866e-01 6.645296278578599614e-01 7.101613319249856504e-01 7.411020379460345753e-01 7.601930834166490403e-01 7.732482865908383296e-01 7.582497369095759776e-01 7.168850113859597251e-01 6.625958602209386372e-01 6.022018054079586458e-01 5.455674738124779433e-01 4.877870068933492509e-01 4.335353817016951439e-01 3.847662661781674487e-01 3.406688158187884397e-01 3.004175746181340090e-01 2.628144514070802629e-01 2.312221224947870468e-01 2.026194328309187109e-01 1.769326440137687084e-01 1.542290813264744487e-01 1.270603724845176530e-01 9.593201166921262735e-02 7.213463792010268993e-02 5.408736900596212982e-02 4.083438872868806746e-02 3.035279724878656160e-02 2.262684206453965258e-02 1.716149226084897825e-02 1.251950852116607421e-02 9.207524571124585042e-03 7.040382994731823364e-03 5.077276774893048523e-03 3.660967085380200953e-03 2.849512295341729163e-03 2.140507256742048021e-03 1.552074351819174997e-03 1.138198767485865213e-03 8.674720517219203578e-04 6.788964508725624973e-04 5.066040681238217049e-04
6.020263994090726545e-01 6.639368749069582964e-01 7.098847567896469091e-01 7.409961595493890218e-01 7.604514042928203210e-01 7.754164565367689388e-01 7.598015101107294944e-01 7.136876287390254703e-01 6.598957250631890536e-01 5.960411788169343028e-01 5.352309694139995022e-01 4.765192013373028002e-01 4.221129243231483974e-01 3.727728227800020666e-01 3.273550135750252776e-01 2.864869957948079637e-01 2.498032065016034253e-01 2.186297255927240613e-01 1.917594599626160912e-01 1.672224890912918094e-01 1.448145271457265126e-01 1.159217464534487568e-01 8.819628631922235562e-02 6.573445724547977154e-02 4.877210953257326426e-02 3.650362088163739555e-02 2.676096761839036678e-02 1.960458534062260380e-02 1.464430429351852581e-02 1.080300613217209833e-02 7.835702139081704432e-03 5.883525999446252014e-03 4.559761594614193669e-03 3.148861076876218260e-03 2.336769602141970659e-03 1.781055997226328779e-03 1.297163607393421849e-03 9.979951009589382600e-04 7.839445597885782990e-04 5.434691992164431299e-04 3.838713298749088943e-04
5.938236159041951900e-01 6.562576588069952699e-01 7.046695538705559647e-01 7.397741891274901560e-01 7.627542388738459689e-01 7.776473210563739080e-01 7.585557131074671666e-01 7.128511427518268162e-01 6.546949167029340044e-01 5.923671653575141027e-01 5.279428099429823718e-01 4.658160502513206680e-01 4.102814301920221229e-01 3.604818350869856136e-01 3.143689902117428603e-01 2.732291026924551502e-01 2.371400223814403296e-01 2.054581335631861239e-01 1.778343276954529317e-01 1.533726858782570035e-01 1.322820368033242044e-01 1.055108996939159022e-01 7.771864872969422300e-02 5.844678221783031896e-02 4.221671619926203878e-02 3.071644240496738607e-02 2.263802578943165458e-02 1.635097188998727719e-02 1.182909546614793750e-02 8.878516339645320041e-03 6.438208582854890172e-03 4.679427892590355686e-03 3.565547398784903177e-03 2.618173765267650579e-03 1.990792273675590345e-03 1.492346061882480557e-03 1.049974771930498431e-03 7.813012933385667406e-04 5.949128159210834762e-04 4.369895057922498121e-04 3.389665398661220828e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
