#: table_doi: 10.17182/hepdata.110161.v1/t27
#: name: Table 27
#: description: $p_{T}$-distributions of protons ($p+pbar$) measured in Xe-Xe collisions at $\sqrt{s_{NN}}$ = 5.44 TeV. Centrality class 70-90%.
#: data_file: table_27.yaml
#: keyword observables: DN/DPT
#: keyword cmenergies: 5440.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword reactions: XE XE --> P X | XE XE --> PBAR X
#: CENTRALITY [pct],,,70.0-90.0
#: RE,,,XE XE --> P X, XE XE --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5440.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -
0.32499999999999996,0.3,0.35,0.56795,0.019659,-0.019659,0.13521,-0.13521
0.375,0.35,0.4,0.60865,0.018721,-0.018721,0.1084,-0.1084
0.42500000000000004,0.4,0.45,0.77463,0.022076,-0.022076,0.11606,-0.11606
0.475,0.45,0.5,0.87027,0.021191,-0.021191,0.11346,-0.11346
0.525,0.5,0.55,0.96062,0.02219,-0.02219,0.10451,-0.10451
0.575,0.55,0.6,0.89247,0.021386,-0.021386,0.056633,-0.056633
0.625,0.6,0.65,0.9228,0.017325,-0.017325,0.12954,-0.12954
0.675,0.65,0.7,0.97478,0.024533,-0.024533,0.15332,-0.15332
0.725,0.7,0.75,0.96157,0.026322,-0.026322,0.14006,-0.14006
0.775,0.75,0.8,0.89725,0.028746,-0.028746,0.12329,-0.12329
0.825,0.8,0.85,0.87472,0.029177,-0.029177,0.10542,-0.10542
0.875,0.85,0.9,0.80003,0.026032,-0.026032,0.090422,-0.090422
0.925,0.9,0.95,0.80153,0.028071,-0.028071,0.091344,-0.091344
0.975,0.95,1.0,0.74561,0.026192,-0.026192,0.084726,-0.084726
1.05,1.0,1.1,0.67033,0.017764,-0.017764,0.069429,-0.069429
1.15,1.1,1.2,0.57203,0.016099,-0.016099,0.050282,-0.050282
1.25,1.2,1.3,0.50918,0.015672,-0.015672,0.036871,-0.036871
1.35,1.3,1.4,0.46339,0.016355,-0.016355,0.029786,-0.029786
1.45,1.4,1.5,0.38328,0.014575,-0.014575,0.025489,-0.025489
1.55,1.5,1.6,0.31912,0.012928,-0.012928,0.022949,-0.022949
1.65,1.6,1.7,0.27995,0.01225,-0.01225,0.018537,-0.018537
1.75,1.7,1.8,0.2132,0.0093252,-0.0093252,0.011441,-0.011441
1.85,1.8,1.9,0.19418,0.0095153,-0.0095153,0.0090145,-0.0090145
1.95,1.9,2.0,0.17565,0.0094054,-0.0094054,0.0087386,-0.0087386
2.1,2.0,2.2,0.13641,0.0056944,-0.0056944,0.0070114,-0.0070114
2.3,2.2,2.4,0.097611,0.0048006,-0.0048006,0.0060794,-0.0060794
2.5,2.4,2.6,0.069439,0.0038003,-0.0038003,0.0063344,-0.0063344
2.7,2.6,2.8,0.050198,0.0032041,-0.0032041,0.0051653,-0.0051653
2.9,2.8,3.0,0.033543,0.0023004,-0.0023004,0.0031706,-0.0031706
3.1,3.0,3.2,0.024094,0.0017557,-0.0017557,0.0015498,-0.0015498
3.3,3.2,3.4,0.01648,0.0014677,-0.0014677,0.00084024,-0.00084024
3.5,3.4,3.6,0.014896,0.0014836,-0.0014836,0.00077054,-0.00077054
3.7,3.6,3.8,0.008865,0.00096877,-0.00096877,0.00049449,-0.00049449
3.9,3.8,4.0,0.0097483,0.0014255,-0.0014255,0.00067683,-0.00067683
4.25,4.0,4.5,0.0046245,0.00052253,-0.00052253,0.00032676,-0.00032676
4.75,4.5,5.0,0.00198,0.00033616,-0.00033616,0.00020826,-0.00020826

