#: table_doi: 10.17182/hepdata.110161.v1/t16
#: name: Table 16
#: description: $p_{T}$-distributions of pions ($\pi^{+}+\pi^{-}$) measured in Xe-Xe collisions at $\sqrt{s_{NN}}$ = 5.44 TeV. Centrality class 40-50%.
#: data_file: table_16.yaml
#: keyword observables: DN/DPT
#: keyword cmenergies: 5440.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword reactions: XE XE --> PI+ X | XE XE --> PI- X
#: CENTRALITY [pct],,,40.0-50.0
#: RE,,,XE XE --> PI+ X, XE XE --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,5440.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -
0.065,0.05,0.08,200.83,1.3126,-1.3126,22.897,-22.897
0.09,0.08,0.1,249.42,0.697,-0.697,25.806,-25.806
0.13,0.1,0.16,285.42,0.27696,-0.27696,11.229,-11.229
0.18,0.16,0.2,297.42,0.31679,-0.31679,14.353,-14.353
0.225,0.2,0.25,286.12,0.32425,-0.32425,17.233,-17.233
0.275,0.25,0.3,263.17,0.30124,-0.30124,16.842,-16.842
0.32499999999999996,0.3,0.35,242.05,0.57285,-0.57285,14.278,-14.278
0.375,0.35,0.4,219.39,0.55161,-0.55161,12.42,-12.42
0.42500000000000004,0.4,0.45,196.67,0.54807,-0.54807,11.04,-11.04
0.475,0.45,0.5,172.82,0.62987,-0.62987,6.0991,-6.0991
0.525,0.5,0.55,152.96,0.60256,-0.60256,6.0236,-6.0236
0.575,0.55,0.6,134.03,0.55162,-0.55162,7.227,-7.227
0.625,0.6,0.65,121.33,0.6464,-0.6464,5.2361,-5.2361
0.675,0.65,0.7,108.35,0.62739,-0.62739,4.839,-4.839
0.725,0.7,0.75,95.354,0.62694,-0.62694,5.5521,-5.5521
0.775,0.75,0.8,84.538,0.63956,-0.63956,4.2228,-4.2228
0.825,0.8,0.85,75.408,0.64702,-0.64702,4.1648,-4.1648
0.875,0.85,0.9,67.772,0.65416,-0.65416,5.1217,-5.1217
0.925,0.9,0.95,61.156,0.67996,-0.67996,4.8186,-4.8186
0.975,0.95,1.0,52.389,0.35,-0.35,2.9911,-2.9911
1.05,1.0,1.1,43.913,0.22711,-0.22711,2.5945,-2.5945
1.15,1.1,1.2,35.054,0.2034,-0.2034,2.0751,-2.0751
1.25,1.2,1.3,27.785,0.17869,-0.17869,1.6169,-1.6169
1.35,1.3,1.4,21.895,0.15529,-0.15529,1.2614,-1.2614
1.45,1.4,1.5,17.503,0.13755,-0.13755,1.0037,-1.0037
1.55,1.5,1.6,13.975,0.12071,-0.12071,0.82937,-0.82937
1.65,1.6,1.7,11.307,0.1053,-0.1053,0.75966,-0.75966
1.75,1.7,1.8,8.9522,0.090366,-0.090366,0.70724,-0.70724
1.85,1.8,1.9,7.486,0.083316,-0.083316,0.69522,-0.69522
1.95,1.9,2.0,5.929,0.070214,-0.070214,0.6406,-0.6406
2.1,2.0,2.2,4.421,0.041112,-0.041112,0.51459,-0.51459
2.3,2.2,2.4,2.9656,0.031849,-0.031849,0.33667,-0.33667
2.5,2.4,2.6,2.0455,0.025004,-0.025004,0.21496,-0.21496
2.7,2.6,2.8,1.4384,0.020399,-0.020399,0.14416,-0.14416
2.9,2.8,3.0,1.0141,0.016402,-0.016402,0.10356,-0.10356
3.1,3.0,3.2,0.75088,0.014011,-0.014011,0.080151,-0.080151
3.3,3.2,3.4,0.5468,0.011461,-0.011461,0.059938,-0.059938
3.5,3.4,3.6,0.4011,0.0096981,-0.0096981,0.051482,-0.051482
3.7,3.6,3.8,0.31502,0.0087411,-0.0087411,0.044819,-0.044819
3.9,3.8,4.0,0.23575,0.0076715,-0.0076715,0.040317,-0.040317
4.25,4.0,4.5,0.14662,0.0038217,-0.0038217,0.028345,-0.028345
4.75,4.5,5.0,0.084406,0.0031165,-0.0031165,0.018475,-0.018475

