#: table_doi: 10.17182/hepdata.110161.v1/t6
#: name: Table 6
#: description: $p_{T}$-distributions of protons ($p+pbar$) measured in Xe-Xe collisions at $\sqrt{s_{NN}}$ = 5.44 TeV. Centrality class 5-10%.
#: data_file: table_6.yaml
#: keyword observables: DN/DPT
#: keyword cmenergies: 5440.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword reactions: XE XE --> P X | XE XE --> PBAR X
#: CENTRALITY [pct],,,5.0-10.0
#: RE,,,XE XE --> P X, XE XE --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,5440.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -
0.32499999999999996,0.3,0.35,9.1721,0.18744,-0.18744,2.0992,-2.0992
0.375,0.35,0.4,10.876,0.17934,-0.17934,1.9307,-1.9307
0.42500000000000004,0.4,0.45,14.353,0.21224,-0.21224,2.1266,-2.1266
0.475,0.45,0.5,16.566,0.21128,-0.21128,2.1274,-2.1274
0.525,0.5,0.55,18.694,0.21902,-0.21902,2.048,-2.048
0.575,0.55,0.6,15.581,0.19135,-0.19135,1.7272,-1.7272
0.625,0.6,0.65,16.033,0.15101,-0.15101,2.21,-2.21
0.675,0.65,0.7,17.001,0.18137,-0.18137,2.7274,-2.7274
0.725,0.7,0.75,17.578,0.19295,-0.19295,2.9762,-2.9762
0.775,0.75,0.8,17.557,0.21435,-0.21435,2.4069,-2.4069
0.825,0.8,0.85,18.315,0.22521,-0.22521,2.1678,-2.1678
0.875,0.85,0.9,18.93,0.23148,-0.23148,2.1252,-2.1252
0.925,0.9,0.95,20.087,0.24994,-0.24994,2.2346,-2.2346
0.975,0.95,1.0,20.212,0.25878,-0.25878,2.3107,-2.3107
1.05,1.0,1.1,20.26,0.18945,-0.18945,2.0941,-2.0941
1.15,1.1,1.2,21.034,0.20743,-0.20743,1.8398,-1.8398
1.25,1.2,1.3,20.647,0.21308,-0.21308,1.5144,-1.5144
1.35,1.3,1.4,20.388,0.22877,-0.22877,1.3182,-1.3182
1.45,1.4,1.5,19.151,0.2253,-0.2253,1.2644,-1.2644
1.55,1.5,1.6,18.362,0.23552,-0.23552,1.3177,-1.3177
1.65,1.6,1.7,16.969,0.22785,-0.22785,1.1275,-1.1275
1.75,1.7,1.8,15.291,0.21666,-0.21666,0.81722,-0.81722
1.85,1.8,1.9,13.783,0.20639,-0.20639,0.6397,-0.6397
1.95,1.9,2.0,12.194,0.19366,-0.19366,0.60054,-0.60054
2.1,2.0,2.2,10.019,0.12098,-0.12098,0.51543,-0.51543
2.3,2.2,2.4,7.4092,0.099823,-0.099823,0.46494,-0.46494
2.5,2.4,2.6,5.4974,0.082847,-0.082847,0.49544,-0.49544
2.7,2.6,2.8,3.8885,0.064669,-0.064669,0.42947,-0.42947
2.9,2.8,3.0,2.8795,0.055286,-0.055286,0.26645,-0.26645
3.1,3.0,3.2,2.0835,0.044903,-0.044903,0.13325,-0.13325
3.3,3.2,3.4,1.464,0.035838,-0.035838,0.074045,-0.074045
3.5,3.4,3.6,0.98118,0.026193,-0.026193,0.050778,-0.050778
3.7,3.6,3.8,0.7342,0.022849,-0.022849,0.040921,-0.040921
3.9,3.8,4.0,0.49433,0.01713,-0.01713,0.034244,-0.034244
4.25,4.0,4.5,0.2827,0.0079237,-0.0079237,0.020204,-0.020204
4.75,4.5,5.0,0.10436,0.0040711,-0.0040711,0.010977,-0.010977

