#: table_doi: 10.17182/hepdata.110161.v1/t5
#: name: Table 5
#: description: $p_{T}$-distributions of kaons ($K^{+}+K^{-}$) measured in Xe-Xe collisions at $\sqrt{s_{NN}}$ = 5.44 TeV. Centrality class 5-10%.
#: data_file: table_5.yaml
#: keyword observables: DN/DPT
#: keyword cmenergies: 5440.0
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword reactions: XE XE --> K+ X | XE XE --> K- X
#: CENTRALITY [pct],,,5.0-10.0
#: RE,,,XE XE --> K+ X, XE XE --> K- X
#: SQRT(S)/NUCLEON [GeV],,,5440.0
#: YRAP,,,-0.5-0.5
$p_{T}$ [$GeV/c$],$p_{T}$ [$GeV/c$] LOW,$p_{T}$ [$GeV/c$] HIGH,(1/Nev)*D2(N)/DPT/DYRAP [$(GeV/c)^{-1}$],stat. +,stat. -,syst. +,syst. -
0.225,0.2,0.25,55.74,0.34809,-0.34809,4.5155,-4.5155
0.275,0.25,0.3,89.436,0.6611,-0.6611,7.7899,-7.7899
0.32499999999999996,0.3,0.35,86.712,0.30705,-0.30705,6.2842,-6.2842
0.375,0.35,0.4,93.255,0.35164,-0.35164,5.3959,-5.3959
0.42500000000000004,0.4,0.45,100.46,0.31742,-0.31742,5.2757,-5.2757
0.475,0.45,0.5,105.86,0.81519,-0.81519,11.551,-11.551
0.525,0.5,0.55,104.94,0.81928,-0.81928,11.115,-11.115
0.575,0.55,0.6,105.34,0.8286,-0.8286,10.875,-10.875
0.625,0.6,0.65,102.71,0.83786,-0.83786,10.575,-10.575
0.675,0.65,0.7,102.38,0.89252,-0.89252,9.5217,-9.5217
0.725,0.7,0.75,101.89,0.98109,-0.98109,9.1435,-9.1435
0.775,0.75,0.8,98.348,0.98811,-0.98811,8.0277,-8.0277
0.825,0.8,0.85,93.144,0.96336,-0.96336,8.9,-8.9
0.875,0.85,0.9,85.83,0.90978,-0.90978,8.4572,-8.4572
0.925,0.9,0.95,81.592,0.89629,-0.89629,7.9602,-7.9602
0.975,0.95,1.0,75.475,0.86705,-0.86705,7.4789,-7.4789
1.05,1.0,1.1,68.416,0.60664,-0.60664,6.8023,-6.8023
1.15,1.1,1.2,59.589,0.58873,-0.58873,4.5357,-4.5357
1.25,1.2,1.3,50.107,0.54086,-0.54086,4.2448,-4.2448
1.35,1.3,1.4,41.574,0.50452,-0.50452,3.7619,-3.7619
1.45,1.4,1.5,34.908,0.46972,-0.46972,3.2531,-3.2531
1.55,1.5,1.6,29.635,0.41265,-0.41265,2.0114,-2.0114
1.65,1.6,1.7,25.604,0.38618,-0.38618,1.4311,-1.4311
1.75,1.7,1.8,20.545,0.37147,-0.37147,1.6729,-1.6729
1.85,1.8,1.9,16.916,0.33392,-0.33392,1.3571,-1.3571
1.95,1.9,2.0,14.221,0.34107,-0.34107,1.2688,-1.2688
2.1,2.0,2.2,10.488,0.18162,-0.18162,0.73508,-0.73508
2.3,2.2,2.4,7.2987,0.16561,-0.16561,0.57313,-0.57313
2.5,2.4,2.6,4.8461,0.136,-0.136,0.52477,-0.52477
2.7,2.6,2.8,3.3312,0.12646,-0.12646,0.40398,-0.40398
2.9,2.8,3.0,2.3588,0.10659,-0.10659,0.34318,-0.34318
3.1,3.0,3.2,1.5835,0.070619,-0.070619,0.24858,-0.24858
3.3,3.2,3.4,1.2029,0.08575,-0.08575,0.18614,-0.18614
3.5,3.4,3.6,0.77613,0.059895,-0.059895,0.11655,-0.11655
3.7,3.6,3.8,0.57625,0.052414,-0.052414,0.1048,-0.1048
3.9,3.8,4.0,0.42048,0.045203,-0.045203,0.085334,-0.085334
4.25,4.0,4.5,0.34491,0.038609,-0.038609,0.034491,-0.034491
4.75,4.5,5.0,0.17858,0.027957,-0.027957,0.017858,-0.017858

